rec_id,role,name
493,asbestos,tremolite
493,asbestos,anthophyllite
494,asbestos,tremolite
494,asbestos,anthophyllite
494,associated,talc
494,associated,dolomite
494,associated,calcite
494,associated,actinolite
494,associated,limonite
494,associated,malachite
494,associated,tetrahedrite
494,associated,picrolite
494,associated,quartz
494,associated,psilomelane
495,associated,serpentine
495,associated,talc
495,associated,pyrite
495,associated,albite
496,asbestos,chrysotile
496,associated,antigorite
496,associated,talc
496,associated,chromite
496,associated,calcite
497,asbestos,chrysotile
498,asbestos,chrysotile
498,associated,antigorite
498,associated,magnetite
498,associated,chlorite
498,associated,carbonate
499,asbestos,chrysotile
499,associated,serpentine
499,associated,magnetite
499,associated,olivine
499,associated,pyroxene
499,associated,amphibole
499,associated,chlorite
499,associated,muscovite
500,asbestos,chrysotile
500,associated,serpentine
500,associated,magnetite
500,associated,magnesite
500,associated,olivine
500,associated,pyroxene
500,associated,amphibole
501,asbestos,chrysotile
501,associated,picrolite
501,associated,diallage
501,associated,pyrite
501,associated,magnetite
502,asbestos,chrysotile
502,asbestos,clinochrysotile
502,associated,serpentine
502,associated,chlorite
502,associated,magnesite
502,associated,talc
502,associated,carbonate
502,associated,chromite
502,associated,muscovite
502,associated,olivine
502,associated,orthopyroxene
502,associated,epidote
502,associated,sulfides
503,asbestos,chrysotile
503,asbestos,clinochrysotile
503,associated,serpentine
503,associated,chlorite
503,associated,magnesite
503,associated,talc
503,associated,carbonate
503,associated,chromite
503,associated,muscovite
503,associated,olivine
503,associated,orthopyroxene
503,associated,epidote
503,associated,sulfides
504,asbestos,chrysotile
504,asbestos,clinochrysotile
504,associated,serpentine
504,associated,chlorite
504,associated,magnesite
504,associated,talc
504,associated,carbonate
504,associated,chromite
504,associated,muscovite
504,associated,olivine
504,associated,orthopyroxene
504,associated,epidote
504,associated,sulfides
505,asbestos,chrysotile
505,asbestos,clinochrysotile
505,associated,serpentine
505,associated,talc
505,associated,magnesite(?)
505,associated,magnetite
505,associated,clinopyroxene
505,associated,olivine
506,asbestos,chrysotile
506,asbestos,clinochrysotile
506,associated,serpentine
506,associated,magnesite(?)
506,associated,talc
506,associated,magnetite
507,asbestos,chrysotile
507,asbestos,clinochrysotile
507,associated,serpentine
507,associated,magnetite
507,associated,talc
507,associated,olivine
508,asbestos,chrysotile
508,asbestos,clinochrysotile
508,associated,serpentine
508,associated,magnesite(?)
508,associated,magnetite
509,asbestos,chrysotile
509,asbestos,clinochrysotile
509,associated,serpentine
509,associated,chlorite
509,associated,magnesite
509,associated,talc
509,associated,carbonate
509,associated,chromite
509,associated,muscovite
509,associated,olivine
509,associated,orthopyroxene
509,associated,epidote
509,associated,sulfides
510,asbestos,chrysotile
510,asbestos,clinochrysotile
510,associated,serpentine
510,associated,chlorite
510,associated,magnesite
510,associated,talc
510,associated,carbonate
510,associated,chromite
510,associated,muscovite
510,associated,olivine
510,associated,orthopyroxene
510,associated,epidote
510,associated,sulfides
511,asbestos,chrysotile
511,associated,serpentine
511,associated,dolomite
511,associated,talc
511,associated,magnetite
511,associated,pyrite
512,asbestos,chrysotile
512,associated,serpentine
512,associated,dolomite
512,associated,talc
512,associated,magnetite
512,associated,pyrite
513,asbestos,chrysotile
513,asbestos,clinochrysotile
513,associated,serpentine
513,associated,carbonate
513,associated,talc
513,associated,magnetite
514,associated,serpentine
515,associated,serpentine
516,asbestos,chrysotile
516,associated,serpentine
516,associated,carbonate
516,associated,talc
516,associated,magnetite
517,asbestos,chrysotile
517,associated,serpentine
517,associated,carbonate
517,associated,talc
517,associated,magnetite
518,asbestos,chrysotile
518,associated,serpentine
518,associated,carbonate
518,associated,talc
518,associated,magnetite
519,asbestos,chrysotile
519,associated,serpentine
519,associated,carbonate
519,associated,talc
519,associated,magnetite
520,asbestos,chrysotile
520,associated,antigorite
520,associated,magnesite
520,associated,magnetite
520,associated,chromite
521,asbestos,anthophyllite
521,associated,talc
522,asbestos,anthophyllite
522,associated,tremolite
522,associated,olivine
522,associated,chlorite
522,associated,talc
522,associated,serpentine
522,associated,magnesite
522,associated,magnetite
522,associated,limonite
523,asbestos,anthophyllite
524,asbestos,anthophyllite
524,associated,chlorite
524,associated,vermiculite
525,asbestos,anthophyllite
525,associated,enstatite
525,associated,olivine
525,associated,corundum
526,asbestos,anthophyllite
526,associated,chlorite
526,associated,vermiculite
526,associated,tourmaline
526,associated,garnet
527,asbestos,anthophyllite
528,asbestos,anthophyllite
528,associated,enstatite
528,associated,talc
528,associated,chlorite
528,associated,serpentine
528,associated,olivine
528,associated,magnetite
528,associated,chromite
528,associated,pyrite
529,asbestos,anthophyllite
529,associated,corundum
529,associated,chlorite
529,associated,vermiculite
529,associated,olivine
529,associated,tremolite
529,associated,talc
529,associated,limonite
529,associated,magnetite
529,associated,magnesite
530,asbestos,anthophyllite
530,associated,corundum
530,associated,talc
530,associated,magnesite
530,associated,serpentine
530,associated,olivine
530,associated,tremolite
530,associated,chlorite
530,associated,magnetite
530,associated,chromite
530,associated,limonite
531,asbestos,anthophyllite
531,associated,enstatite
531,associated,tremolite
531,associated,talc
531,associated,chlorite
531,associated,actinolite
531,associated,olivine
532,asbestos,anthophyllite
532,associated,enstatite
533,asbestos,anthophyllite
533,associated,olivine
533,associated,chromite
533,associated,magnetite
533,associated,talc
533,associated,chlorite
533,associated,vermiculite
534,asbestos,anthophyllite
535,asbestos,anthophyllite
535,associated,corundum
535,associated,enstatite
535,associated,olivine
535,associated,talc
535,associated,chlorite
535,associated,serpentine
535,associated,magnetite
536,asbestos,anthophyllite
536,associated,corundum
536,associated,enstatite
536,associated,magnesite
536,associated,magnetite
538,asbestos,anthophyllite
538,associated,vermiculite
538,associated,talc
539,asbestos,anthophyllite
540,associated,talc
541,asbestos,anthophyllite
542,asbestos,anthophyllite
542,associated,talc
542,associated,chlorite
542,associated,vermiculite
543,asbestos,anthophyllite
544,asbestos,anthophyllite
544,associated,talc
545,asbestos,anthophyllite
545,associated,talc
545,associated,chlorite
546,asbestos,chrysotile
546,associated,olivine
546,associated,vermiculite
546,associated,chlorite
546,associated,chromite
546,associated,antigorite
547,asbestos,anthophyllite
547,associated,olivine
548,asbestos,anthophyllite
548,associated,vermiculite
548,associated,talc
548,associated,tourmaline
549,asbestos,anthophyllite
549,associated,chromite
549,associated,talc
549,associated,vermiculite
550,asbestos,anthophyllite
550,associated,chromite
550,associated,talc
550,associated,chlorite
551,asbestos,chrysotile
551,associated,olivine
551,associated,antigorite
551,associated,talc
551,associated,bronzite
551,associated,chromite
551,associated,magnetite
551,associated,chlorite
552,asbestos,anthophyllite
552,associated,serpentine
552,associated,olivine
552,associated,magnetite
552,associated,chlorite
552,associated,magnesite
552,associated,talc
553,asbestos,anthophyllite
553,associated,chlorite
553,associated,talc
553,associated,magnetite
553,associated,olivine
553,associated,serpentine
554,asbestos,anthophyllite
554,associated,olivine
554,associated,serpentine
554,associated,chlorite
555,asbestos,anthophyllite
555,associated,tremolite
555,associated,olivine
555,associated,magnetite
555,associated,talc
556,asbestos,anthophyllite
556,associated,enstatite
556,associated,talc
556,associated,olivine
556,associated,chlorite
556,associated,serpentine
556,associated,magnetite
556,associated,chromite
556,associated,vermiculite
557,asbestos,anthophyllite
558,asbestos,anthophyllite
558,associated,olivine
558,associated,talc
558,associated,vermiculite
558,associated,chromite
558,associated,enstatite
558,associated,tremolite
558,associated,antigorite
558,associated,"ferroan phlogopite"
558,associated,bronzite
558,associated,chlorite
559,asbestos,anthophyllite
559,associated,talc
559,associated,chlorite
559,associated,vermiculite
559,associated,magnetite
559,associated,limonite
560,asbestos,anthophyllite
561,asbestos,chrysotile
561,asbestos,anthophyllite
561,associated,olivine
561,associated,serpentine
562,asbestos,anthophyllite
562,associated,talc
562,associated,serpentine
562,associated,olivine
562,associated,chlorite
562,associated,"tremolite and/or actinolite"
562,associated,chromite
563,asbestos,anthophyllite
564,asbestos,anthophyllite
565,asbestos,anthophyllite
565,associated,talc
565,associated,enstatite
566,asbestos,anthophyllite
566,associated,enstatite
566,associated,bronzite
566,associated,talc
566,associated,vermiculite
566,associated,olivine
566,associated,antigorite
566,associated,chlorite
566,associated,chromite
567,asbestos,chrysotile
567,associated,serpentine
568,asbestos,chrysotile
568,associated,enstatite
568,associated,talc
568,associated,chromite
569,asbestos,chrysotile
569,associated,enstatite
569,associated,olivine
569,associated,talc
569,associated,chlorite
571,asbestos,crocidolite
572,asbestos,crocidolite
573,asbestos,actinolite
573,associated,hornblende
573,associated,andesine
573,associated,clinopyroxene
573,associated,magnetite
573,associated,apatite
573,associated,chlorite
574,asbestos,crocidolite
575,asbestos,tremolite
575,asbestos,actinolite
575,associated,serpentine
575,associated,molybdenite
575,associated,pyrrhotite
575,associated,diopside
575,associated,calcite
575,associated,dolomite
577,asbestos,chrysotile
577,asbestos,clinochrysotile
577,associated,lizardite
577,associated,chlorite
577,associated,dolomite
577,associated,calcite
577,associated,chromite
577,associated,talc
577,associated,aragonite
577,associated,brucite
577,associated,chalcedony
577,associated,hydromagnesite
577,associated,magnesite
577,associated,magnetite
577,associated,anthophyllite
578,asbestos,chrysotile
578,associated,serpentine
578,associated,chlorite
578,associated,dolomite
578,associated,calcite
578,associated,chromite
578,associated,talc
578,associated,aragonite
578,associated,brucite
578,associated,hydromagnesite
578,associated,magnesite
578,associated,magnetite
578,associated,anthophyllite
579,asbestos,crocidolite
580,asbestos,actinolite
580,associated,albite
580,associated,calcite
580,associated,chlorite
580,associated,epidote
580,associated,magnetite
580,associated,chalcopyrite
580,associated,pyrite
580,associated,sphene
580,associated,galena
580,associated,malachite
580,associated,barite
580,associated,garnet
580,associated,apophyllite
580,associated,prehnite
581,asbestos,crocidolite
581,associated,feldspar
581,associated,hornblende
581,associated,quartz
581,associated,riebeckite-magnesioriebeckite
582,asbestos,chrysotile
582,associated,serpentine
582,associated,calcite
582,associated,graphite
582,associated,phlogopite
583,asbestos,crocidolite
583,associated,albite
583,associated,chlorite
584,asbestos,tremolite
585,asbestos,actinolite
586,asbestos,actinolite
586,associated,pyroxene
586,associated,albite
586,associated,clinopyroxene
586,associated,sphene
586,associated,plagioclase
586,associated,chlorite
587,asbestos,actinolite
587,associated,albite
587,associated,hornblende
587,associated,chlorite
587,associated,epidote
587,associated,clay
588,asbestos,actinolite
589,associated,talc
590,asbestos,tremolite
590,asbestos,actinolite
590,associated,dolomite
590,associated,magnetite
590,associated,"iron-oxide minerals"
590,associated,talc
590,associated,chlorite
591,asbestos,richterite
591,associated,hornblende
591,associated,epidote
591,associated,"potassium feldspar"
591,associated,chlorite
592,associated,magnetite
592,associated,apatite
592,associated,hornblende
592,associated,calcite
592,associated,feldspar
593,associated,serpentine
593,associated,pyroxene
594,asbestos,chrysotile
594,associated,diopside
594,associated,serpentine
594,associated,pyroxene
594,associated,phlogopite
594,associated,dolomite
594,associated,calcite
594,associated,magnetite
595,asbestos,actinolite
596,associated,magnetite
596,associated,pyrite
596,associated,calcite
596,associated,talc
596,associated,quartz
596,associated,pyroxene
597,asbestos,chrysotile
597,asbestos,actinolite
597,associated,pyroxene
597,associated,hornblende
597,associated,serpentine
597,associated,calcite
597,associated,dolomite
597,associated,magnetite
597,associated,chondrodite
597,associated,mica
598,asbestos,actinolite
599,asbestos,chrysotile
600,asbestos,chrysotile
600,associated,phlogopite
600,associated,serpentine
600,associated,calcite
601,asbestos,chrysotile
602,asbestos,chrysotile
602,asbestos,tremolite
602,asbestos,actinolite
603,asbestos,chrysotile
604,asbestos,chrysotile
604,asbestos,tremolite
604,asbestos,actinolite
605,asbestos,tremolite
605,asbestos,actinolite
606,asbestos,chrysotile
606,asbestos,tremolite
606,asbestos,actinolite
606,asbestos,crocidolite
607,asbestos,tremolite
607,asbestos,actinolite
607,associated,calcite
607,associated,dolomite
607,associated,limonite
607,associated,hematite
607,associated,chlorite
607,associated,talc
607,associated,phlogopite
607,associated,graphite
607,associated,sericite
608,asbestos,chrysotile
608,associated,lizardite
609,asbestos,chrysotile
609,associated,lizardite
610,asbestos,chrysotile
610,associated,lizardite
610,associated,talc
611,asbestos,chrysotile
611,associated,lizardite
611,associated,antigorite
611,associated,talc
612,asbestos,chrysotile
612,associated,lizardite
613,asbestos,chrysotile
613,asbestos,anthophyllite
613,associated,serpentine
613,associated,lizardite
613,associated,talc
614,asbestos,chrysotile
614,associated,lizardite
614,associated,talc
614,associated,carbonates
615,asbestos,chrysotile
615,associated,lizardite
615,associated,anthophyllite
615,associated,talc
615,associated,carbonates
615,associated,olivine
615,associated,"opaque oxides"
616,asbestos,chrysotile
616,associated,lizardite
616,associated,talc
617,asbestos,chrysotile
617,asbestos,anthophyllite
617,associated,lizardite
617,associated,talc
617,associated,carbonates
617,associated,olivine
617,associated,"opaque oxides"
618,asbestos,chrysotile
618,associated,lizardite
618,associated,talc
618,associated,carbonates
618,associated,"opaque oxides"
619,asbestos,chrysotile
619,asbestos,anthophyllite
619,associated,lizardite
620,asbestos,chrysotile
620,associated,serpentine
621,asbestos,chrysotile
621,asbestos,anthophyllite
621,associated,lizardite
621,associated,serpentine
621,associated,talc
621,associated,"opaque oxides"
622,asbestos,chrysotile
622,associated,lizardite
622,associated,talc
622,associated,"opaque oxides"
623,asbestos,chrysotile
623,associated,lizardite
624,asbestos,chrysotile
624,asbestos,anthophyllite
624,associated,serpentine
624,associated,lizardite
624,associated,talc
624,associated,carbonates
624,associated,"opaque oxides"
624,associated,olivine
625,asbestos,chrysotile
625,associated,serpentine
625,associated,pyroxene
625,associated,calcite
625,associated,dolomite
625,associated,chromite
625,associated,magnetite
625,associated,tremolite
625,associated,limonite
625,associated,spinel
625,associated,brucite
625,associated,chalcedony
625,associated,magnesite
626,asbestos,chrysotile
626,asbestos,actinolite
626,asbestos,crocidolite
626,associated,magnetite
626,associated,pyrrhotite
626,associated,microcline
626,associated,bronzite
626,associated,hornblende
626,associated,enstatite
626,associated,tremolite
626,associated,tourmaline
626,associated,calcite
626,associated,dolomite
627,asbestos,chrysotile
627,associated,serpentine
627,associated,dolomite
628,asbestos,chrysotile
628,associated,serpentine
628,associated,dolomite
629,associated,serpentine
629,associated,dolomite
630,asbestos,tremolite
630,asbestos,anthophyllite
630,associated,talc
630,associated,tremolite
630,associated,anthophyllite
630,associated,dolomite
630,associated,calcite
630,associated,diopside
630,associated,serpentine
630,associated,quartz
630,associated,gypsum
630,associated,chlorite
630,associated,tirodite
631,asbestos,chrysotile
632,associated,serpentine
632,associated,chromite
632,associated,chalcedony
632,associated,garnierite
632,associated,williamsite
632,associated,magnetite
633,asbestos,chrysotile
633,asbestos,clinochrysotile
633,associated,lizardite
633,associated,talc
633,associated,olivine
633,associated,actinolite
633,associated,pyroxene
633,associated,chromite
633,associated,magnetite
634,associated,serpentine
634,associated,chromite
634,associated,magnetite
634,associated,williamsite
634,associated,picrolite
634,associated,magnesite
634,associated,kammererite
635,associated,serpentine
635,associated,anthophyllite
636,asbestos,chrysotile
636,associated,lizardite
636,associated,anthophyllite
636,associated,chromite
636,associated,talc
636,associated,olivine
636,associated,pyroxene
636,associated,chlorite
637,asbestos,chrysotile
637,asbestos,crocidolite
638,asbestos,chrysotile
638,associated,antigorite
638,associated,lizardite
638,associated,anthophyllite
638,associated,talc
638,associated,olivine
638,associated,pyroxene
638,associated,chromite
638,associated,chlorite
638,associated,calcite
639,asbestos,chrysotile
639,asbestos,clinochrysotile
639,associated,stevensite
639,associated,hydromagnesite
639,associated,dolomite
639,associated,brookite
639,associated,magnetite
639,associated,chromite
639,associated,magnesite
639,associated,zaratite
640,asbestos,chrysotile
640,asbestos,clinochrysotile
641,asbestos,chrysotile
641,associated,lizardite
641,associated,talc
641,associated,olivine
641,associated,chromite
641,associated,pyroxene
641,associated,magnetite
641,associated,chlorite
641,associated,kammererite
641,associated,zaratite
642,asbestos,chrysotile
642,associated,lizardite
642,associated,antigorite
642,associated,talc
642,associated,calcite
642,associated,olivine
642,associated,pyroxene
643,asbestos,chrysotile
643,associated,antigorite
643,associated,lizardite
643,associated,talc
643,associated,olivine
643,associated,pyroxene
643,associated,chromite
643,associated,magnetite
644,asbestos,crocidolite
644,associated,azurite
644,associated,calcite
644,associated,chlorite
644,associated,"native copper"
644,associated,cuprite
644,associated,epidote
644,associated,malachite
644,associated,quartz
645,asbestos,tremolite
646,asbestos,chrysotile
646,associated,serpentine
646,associated,talc
646,associated,magnetite
647,asbestos,chrysotile
647,associated,serpentine
648,associated,serpentine
648,associated,talc
648,associated,clinochlore
649,associated,enstatite
649,associated,serpentine
649,associated,quartz
649,associated,talc
650,associated,actinolite
650,associated,tremolite
650,associated,hornblende
650,associated,serpentine
650,associated,chlorite
650,associated,talc
650,associated,quartz
651,asbestos,chrysotile
651,associated,serpentine
653,asbestos,chrysotile
654,associated,serpentine
654,associated,enstatite
654,associated,anthophyllite
654,associated,chlorite
655,asbestos,chrysotile
655,associated,enstatite
655,associated,bronzite
655,associated,hypersthene
655,associated,actinolite
655,associated,diaclasite
655,associated,chlorite
655,associated,serpentine
655,associated,talc
655,associated,apatite
655,associated,chromite
655,associated,zircon
655,associated,quartz
656,asbestos,chrysotile
656,associated,serpentine
656,associated,chromite
656,associated,magnetite
656,associated,anthophyllite
656,associated,chlorite
656,associated,talc
656,associated,quartz
656,associated,limonite
657,asbestos,chrysotile
657,associated,serpentine
657,associated,chromite
657,associated,epidote
657,associated,talc
657,associated,magnetite
657,associated,deweylite
657,associated,calcite
657,associated,aragonite
657,associated,magnesite
658,asbestos,anthophyllite
658,associated,olivine
658,associated,enstatite
658,associated,hypersthene
658,associated,tremolite
658,associated,talc
658,associated,serpentine
658,associated,limonite
658,associated,chalcedony
659,asbestos,chrysotile
659,associated,serpentine
660,associated,serpentine
660,associated,actinolite
660,associated,chromite
660,associated,magnetite
660,associated,chalcedony
661,asbestos,chrysotile
661,associated,serpentine
661,associated,enstatite
661,associated,chromite
661,associated,vermiculite
661,associated,sepiolite
661,associated,genthite
661,associated,quartz
661,associated,chalcedony
662,associated,serpentine
662,associated,talc
664,associated,enstatite
664,associated,hypersthene
664,associated,serpentine
664,associated,talc
664,associated,prochlorite
664,associated,dolomite
664,associated,bornite
664,associated,millerite
665,associated,enstatite
665,associated,anthophyllite
665,associated,actinolite
665,associated,serpentine
665,associated,talc
665,associated,magnetite
665,associated,quartz
666,asbestos,actinolite
667,associated,serpentine
667,associated,actinolite
667,associated,tremolite
667,associated,hornblende
667,associated,chlorite
667,associated,talc
667,associated,dolomite
667,associated,fluorite?
667,associated,chalcopyrite
667,associated,magnetite
667,associated,chromite
668,asbestos,crocidolite
669,asbestos,chrysotile
669,asbestos,actinolite
670,asbestos,tremolite
671,asbestos,chrysotile
671,asbestos,tremolite
672,asbestos,crocidolite
672,associated,microperthite
672,associated,quartz
672,associated,aegirine
672,associated,riebeckite
678,associated,soapstone
679,associated,magnetite
679,associated,chlorite
679,associated,talc
679,associated,dolomite
679,associated,tremolite
680,associated,magnetite
680,associated,chlorite
680,associated,talc
680,associated,dolomite
680,associated,tremolite
681,associated,ilmenite
682,associated,mica
682,associated,vermiculite
683,asbestos,anthophyllite
684,asbestos,anthophyllite
685,asbestos,anthophyllite
687,asbestos,anthophyllite
687,associated,pyroxene
687,associated,hornblende
687,associated,olivine
690,associated,"copper minerals"
691,asbestos,chrysotile
691,associated,serpentine
693,asbestos,actinolite
693,associated,talc
696,asbestos,anthophyllite
697,associated,"native copper"
697,associated,carbonates
697,associated,chalcopyrite
697,associated,malachite
697,associated,cuprite
697,associated,epidote
697,associated,quartz
697,associated,calcite
698,associated,epidote
698,associated,"native copper"
698,associated,quartz
698,associated,"copper oxides"
699,associated,epidote
699,associated,quartz
699,associated,malachite
699,associated,"native copper"
699,associated,azurite
699,associated,jasper
700,associated,malachite
700,associated,azurite
700,associated,bornite
700,associated,epidote
700,associated,quartz
700,associated,calcite
700,associated,serpentine
700,associated,feldspar
701,asbestos,tremolite
701,asbestos,actinolite
702,asbestos,anthophyllite
702,associated,tremolite
703,asbestos,actinolite
703,associated,quartz
703,associated,feldspar
703,associated,chlorite
703,associated,epidote
703,associated,carbonate
704,asbestos,chrysotile
704,asbestos,tremolite
704,asbestos,actinolite
704,associated,antigorite
704,associated,serpentine
704,associated,clinopyroxene
704,associated,talc
704,associated,magnetite
704,associated,chromite
704,associated,olivine
704,associated,chlorite
705,associated,quartz
707,asbestos,chrysotile
707,asbestos,tremolite
707,asbestos,actinolite
707,associated,serpentine
707,associated,talc
707,associated,malachite
707,associated,chlorite
707,associated,magnetite
708,associated,calcite
709,asbestos,chrysotile
709,associated,serpentine
709,associated,olivine
710,asbestos,actinolite
710,asbestos,anthophyllite
710,associated,serpentine
710,associated,talc
710,associated,dolomite
710,associated,calcite
710,associated,chlorite
710,associated,biotite
710,associated,magnetite
710,associated,jimthompsonite
710,associated,clinojimthompsonite
710,associated,chesterite
710,associated,tourmaline
710,associated,pyrite
710,associated,apatite
710,associated,pyrrhotite
710,associated,quartz
710,associated,spinel
711,asbestos,chrysotile
711,associated,serpentine
711,associated,olivine
712,asbestos,tremolite
712,associated,serpentine
712,associated,talc
712,associated,carbonate
712,associated,chlorite
713,associated,serpentine
713,associated,talc
713,associated,carbonate
714,asbestos,chrysotile
714,associated,serpentine
714,associated,dolomite
714,associated,chlorite
714,associated,magnetite
714,associated,actinolite
714,associated,talc
714,associated,chalcopyrite
714,associated,pyrite
714,associated,quartz
714,associated,titanite
715,associated,serpentine
715,associated,talc
715,associated,carbonate
716,asbestos,chrysotile
716,associated,antigorite
716,associated,magnesite
716,associated,dolomite
716,associated,chromite
716,associated,magnetite
716,associated,talc
716,associated,olivine
716,associated,pyroxene
717,asbestos,chrysotile
717,associated,antigorite
717,associated,magnesite
717,associated,dolomite
717,associated,chromite
717,associated,magnetite
717,associated,talc
717,associated,olivine
717,associated,pyroxene
718,asbestos,chrysotile
718,associated,antigorite
718,associated,magnesite
718,associated,dolomite
718,associated,talc
718,associated,magnetite
718,associated,chromite
718,associated,olivine
718,associated,pyroxene
718,associated,chlorite
719,asbestos,chrysotile
719,associated,antigorite
719,associated,lizardite
719,associated,olivine
719,associated,magnesite
719,associated,talc
719,associated,quartz
719,associated,chlorite
719,associated,magnetite
719,associated,calcite
719,associated,brucite
719,associated,dolomite
719,associated,pyroxene
719,associated,chromite
719,associated,anthophyllite
719,associated,graphite
720,asbestos,chrysotile
720,associated,antigorite
720,associated,lizardite
720,associated,olivine
720,associated,magnesite
720,associated,talc
720,associated,quartz
720,associated,chlorite
720,associated,magnetite
720,associated,calcite
720,associated,brucite
720,associated,dolomite
720,associated,pyroxene
720,associated,chromite
720,associated,anthophyllite
720,associated,graphite
721,asbestos,chrysotile
721,associated,antigorite
721,associated,lizardite
721,associated,olivine
721,associated,magnesite
721,associated,talc
721,associated,quartz
721,associated,chlorite
721,associated,magnetite
721,associated,calcite
721,associated,brucite
721,associated,dolomite
721,associated,pyroxene
721,associated,chromite
721,associated,anthophyllite
721,associated,graphite
722,asbestos,chrysotile
722,associated,antigorite
722,associated,lizardite
722,associated,olivine
722,associated,magnesite
722,associated,talc
722,associated,quartz
722,associated,chlorite
722,associated,magnetite
722,associated,calcite
722,associated,brucite
722,associated,dolomite
722,associated,pyroxene
722,associated,chromite
722,associated,anthophyllite
722,associated,graphite
723,asbestos,chrysotile
723,asbestos,tremolite
723,asbestos,actinolite
723,associated,antigorite
723,associated,lizardite
723,associated,olivine
723,associated,magnesite
723,associated,talc
723,associated,quartz
723,associated,chlorite
723,associated,magnetite
723,associated,calcite
723,associated,brucite
723,associated,dolomite
723,associated,pyroxene
723,associated,chromite
723,associated,anthophyllite
723,associated,graphite
724,asbestos,chrysotile
724,associated,antigorite
724,associated,magnetite
724,associated,carbonate
724,associated,brucite
724,associated,talc
724,associated,olivine
724,associated,chromite
724,associated,pyroxene
724,associated,chlorite
725,asbestos,chrysotile
725,associated,antigorite
725,associated,magnetite
725,associated,carbonate
725,associated,brucite
725,associated,talc
725,associated,olivine
725,associated,chromite
725,associated,pyroxene
725,associated,chlorite
726,asbestos,chrysotile
726,associated,antigorite
726,associated,magnetite
726,associated,carbonate
726,associated,brucite
726,associated,talc
726,associated,olivine
726,associated,chromite
726,associated,pyroxene
726,associated,chlorite
727,asbestos,chrysotile
727,associated,antigorite
727,associated,magnetite
727,associated,carbonate
727,associated,brucite
727,associated,talc
727,associated,olivine
727,associated,chromite
727,associated,pyroxene
727,associated,chlorite
728,asbestos,chrysotile
728,associated,talc
728,associated,magnesite
728,associated,antigorite
728,associated,magnetite
728,associated,chlorite
729,asbestos,chrysotile
729,associated,antigorite
729,associated,magnetite
729,associated,carbonate
729,associated,brucite
729,associated,talc
729,associated,olivine
729,associated,chromite
729,associated,pyroxene
729,associated,chlorite
730,asbestos,chrysotile
730,associated,antigorite
730,associated,magnetite
730,associated,carbonate
730,associated,brucite
730,associated,talc
730,associated,olivine
730,associated,chromite
730,associated,pyroxene
730,associated,chlorite
731,asbestos,winchite
731,asbestos,richterite
731,asbestos,riebeckite
731,associated,aegirine
731,associated,tremolite-actinolite
731,associated,augite
731,associated,phlogopite
731,associated,vermiculite
731,associated,dolomite
731,associated,calcite
731,associated,barite
731,associated,apatite
731,associated,magnetite
732,asbestos,crocidolite
732,associated,quartz
732,associated,orthoclase
732,associated,"sodic plagioclase"
732,associated,aegirine
732,associated,rutile
732,associated,calcite
732,associated,chlorite
732,associated,"ferruginous clay mineral"
732,associated,phlogopite
732,associated,hematite
732,associated,biotite
734,asbestos,winchite
734,associated,pyroxene
734,associated,quartz
734,associated,feldspar
734,associated,calcite
734,associated,galena
734,associated,pyrite
734,associated,sphalerite
735,asbestos,chrysotile
736,asbestos,tremolite
736,associated,hornblende
736,associated,biotite
736,associated,vermiculite
736,associated,chlorite
736,associated,serpentine
736,associated,olivine
737,asbestos,tremolite
737,associated,antigorite
737,associated,talc
737,associated,magnesite
737,associated,chlorite
737,associated,actinolite
738,asbestos,tremolite
738,asbestos,anthophyllite
738,associated,antigorite
738,associated,talc
738,associated,chlorite
738,associated,"iron oxides"
739,asbestos,anthophyllite
739,associated,talc
739,associated,olivine
739,associated,magnetite
739,associated,chromite
739,associated,spinel
739,associated,antigorite
739,associated,kammererite(?)
739,associated,magnesite(?)
739,associated,pyrite
739,associated,tremolite
739,associated,clinochlore
740,asbestos,anthophyllite
740,associated,olivine
740,associated,enstatite
740,associated,tremolite
740,associated,talc
742,asbestos,anthophyllite
742,associated,talc
742,associated,serpentine
742,associated,enstatite
742,associated,tremolite
742,associated,olivine
743,asbestos,actinolite
743,associated,galena
744,asbestos,chrysotile
744,associated,antigorite
744,associated,aragonite
745,asbestos,chrysotile
745,associated,"serpentine minerals"
746,asbestos,anthophyllite
746,associated,serpentine
746,associated,talc
746,associated,chlorite
746,associated,phlogopite
746,associated,tremolite
746,associated,magnetite
746,associated,hornblende
746,associated,"calcic plagioclase"
747,asbestos,chrysotile
747,associated,antigorite
747,associated,lizardite
747,associated,amphibole
747,associated,orthopyroxene
747,associated,olivine
747,associated,clinopyroxene
747,associated,chromite
747,associated,talc
747,associated,chlorite
747,associated,phlogopite
747,associated,carbonates
747,associated,epidote
748,asbestos,chrysotile
748,asbestos,anthophyllite
748,associated,"serpentine minerals"
749,associated,"serpentine minerals"
750,associated,"serpentine minerals"
751,associated,"serpentine minerals"
752,associated,quartz
752,associated,graphite
752,associated,malachite
752,associated,chalcanthite
752,associated,limonite
753,asbestos,anthophyllite
753,associated,amphibole
754,asbestos,anthophyllite
754,associated,antigorite
754,associated,chromite
754,associated,talc
754,associated,limonite
754,associated,cummingtonite
754,associated,chlorite
754,associated,actinolite-tremolite
755,asbestos,anthophyllite
755,associated,"serpentine (antigorite)"
755,associated,pyroxene
755,associated,actinolite
756,associated,serpentine
757,asbestos,anthophyllite
