rec_id,citation,ref_id
414,"Neathery (1968)",363
415,"Wade (1985)",413
416,"Neathery (1968)",363
417,"Neathery (1968)",363
418,"Neathery (1968)",363
419,"Ganung (1963)",310
420,"Booth (1841, p. 34-35)",266
420,"Pearre and Heyl (1960, p. 720-721, 819, plate 42)",374
421,"Hopkins (1914, p. 185-186)",327
421,"Teague (1956, p. 4)",400
421,"Cook (1978, p. 127)",292
422,"Hopkins (1914, p. 183-184)",327
422,"Teague (1956, p. 4)",400
422,"Cook (1978, p. 127)",292
423,"Hopkins (1914, p.186)",327
423,"Teague (1956, p. 4)",400
423,"Cook (1978, p. 127)",292
424,"Hopkins (1914, p. 186-187)",327
424,"Teague (1956, p. 5)",400
424,"Cook (1978, p. 126)",292
425,"Teague (1956, p. 5)",400
425,"Cook (1978, p. 126)",292
426,"Teague (1956, p. 5)",400
426,"Cook (1978, p. 126)",292
427,"Hopkins (1914, p. 187)",327
428,"Hopkins (1914, p. 182-183)",327
428,"Teague (1956, p. 4)",400
428,"Cook (1978, p. 125)",292
429,"Teague (1956, p. 4)",400
429,"Cook (1978, p. 125)",292
430,"Hopkins (1914, p. 188-189)",327
431,"Hopkins (1914, p. 181-182)",327
432,"Blake (1982)",265
433,"Hopkins (1914, p. 178)",327
434,"Hopkins (1914, p. 284-285?)",327
434,"Cook (1978, p. 141)",292
434,"Pate (1980)",370
435,"Hopkins (1914, p. 284?)",327
435,"Pate (1980)",370
436,"Hopkins (1914, p. 179)",327
437,"Hopkins (1914, p. 173)",327
437,"Bowles (1955, p. 26)",5
437,"Teague (1956, p. 4-5)",400
437,"Cook (1978, p. 125, 141)",292
438,"Hopkins (1914, p. 171)",327
439,"Hopkins (1914, p. 170)",327
439,"Georgia Department of Mines, Mining and Geology (1951)",312
440,"Hopkins (1914, p. 169-170)",327
440,"Georgia Department of Mines, Mining and Geology (1951)",312
441,"Hopkins (1914, p. 154-156)",327
441,"Hopkins (1915, p. 970)",328
441,"Reifsneider (1925)",387
441,"Teague and Furcron (1948)",401
441,"Bowles (1955, p. 26)",5
441,"Teague (1956, p. 5)",400
441,"Cook (1978, p. 126)",292
442,"Hopkins (1914, p. 157)",327
443,"Hopkins (1914, p. 166-167)",327
443,"Georgia Department of Mines, Mining and Geology (1951)",312
444,"McCallie (1910)",352
444,"Hopkins (1914, p. 167-169)",327
444,"Hopkins (1915, p. 969-970)",328
444,"Georgia Department of Mines, Mining and Geology (1951)",312
444,"Bowles (1955, p. 26)",5
445,"Hopkins (1914, p. 158-159)",327
445,"Teague and Furcron (1948)",401
445,"Teague (1956, p. 6)",400
445,"Cook (1978, p. 126)",292
446,"Hopkins (1914, p. 159)",327
446,"Teague and Furcron (1948)",401
446,"Cook (1978, p. 126)",292
447,"Hopkins (1914, p. 159-163)",327
447,"Bowles (1955, p. 26)",5
447,"Teague (1956, p. 6)",400
447,"Cook (1978, p. 126)",292
447,"Chatman (1985)",278
448,"Hopkins (1914, p. 163-165)",327
448,"Teague (1956, p. 5-6)",400
448,"Cook (1978, p. 126)",292
448,"Chatman (1985)",278
449,"Chatman (1985)",278
450,"Chatman (1985)",278
451,"Chatman (1985)",278
452,"Hopkins (1914, p. 252)",327
452,"Cook (1978, p. 141)",292
453,"Teague and Furcron (1948)",401
453,"Teague (1956, p. 7)",400
453,"Cook (1978, p. 127)",292
454,"Teague and Furcron (1948)",401
454,"Teague (1956, p. 7)",400
454,"Cook (1978, p. 127)",292
455,"Hopkins (1914, p. 146)",327
455,"Chatman (1985)",278
456,"Hopkins (1914, p. 145)",327
456,"Teague and Furcron (1948)",401
456,"Teague (1956, p. 6-7)",400
456,"Cook (1978, p. 126-127)",292
457,"Teague and Furcron (1948)",401
457,"Teague (1956, p. 6)",400
457,"Cook (1978, p. 126)",292
458,"Hopkins (1914, p. 145)",327
459,"Hopkins (1914, p. 145)",327
459,"Teague and Furcron (1948)",401
459,"Teague (1956, p. 7)",400
459,"Cook (1978, p. 127)",292
460,"Hopkins (1914, p. 143)",327
460,"Hunter (1941, p. 114-117)",329
460,"Teague and Furcron (1948)",401
461,"Hopkins (1914, p. 146-147)",327
462,"Hopkins (1914, p. 150)",327
462,"Georgia Department of Mines, Mining and Geology (1951)",312
462,"Cook (1978, p. 127)",292
463,"Teague and Furcron (1948)",401
463,"Teague (1956, p. 7)",400
463,"Cook (1978, p. 127)",292
464,"Hopkins (1914, p. 147-148)",327
464,"Teague and Furcron (1948)",401
464,"Teague (1956, p. 6)",400
464,"Cook (1978, p. 126)",292
465,"Hopkins (1914, p. 147)",327
466,"Hopkins (1914, p. 144)",327
466,"Teague and Furcron (1948)",401
466,"Teague (1956, p. 7)",400
466,"Cook (1978, p. 127)",292
467,"Hopkins (1914, p. 147)",327
467,"Teague and Furcron (1948)",401
467,"Teague (1956, p. 6)",400
467,"Cook (1978, p. 126)",292
468,"Teague and Furcron (1948)",401
468,"Teague (1956, p. 7)",400
468,"Cook (1978, p. 127)",292
469,"Hopkins (1914, p. 150)",327
469,"Georgia Department of Mines, Mining and Geology (1951)",312
469,"Cook (1978, p. 127)",292
470,"Teague and Furcron (1948)",401
470,"Teague (1956, p. 6)",400
470,"Cook (1978, p. 126)",292
471,"Hopkins (1914, p. 148-149)",327
472,"Teague and Furcron (1948)",401
472,"Teague (1956, p. 7)",400
472,"Cook (1978, p. 127)",292
473,"Adams (1870)",254
473,"Emerson (1898, p. 47-54)",302
473,"Emerson (1917, p. 215-217)",303
473,"Shannon (1919)",394
473,"Pearre (1956)",372
473,"Veblen (1980)",407
474,"Bowles (1955, p. 28)",5
474,"Pearre (1956)",372
474,"Ratcliffe (1984)",386
475,"Emerson (1898, p. 55-56)",302
476,"Herz (1958)",325
477,"Larrabee (1969)",343
477,"Rohl and others (1977)",389
477,"Bernstein (1980, p. 71-76)",264
477,"Brooks (1989)",272
477,"Ross and Nolan (2003, p. 464)",161
478,"Froelich (1975)",307
479,"Ostrander and Price (1940, p. 20)",368
480,"Ostrander and Price (1940, p. 14, 16)",368
481,"Ostrander and Price (1940, p. 34)",368
482,"Ostrander and Price (1940, p. 36)",368
482,"Pearre and Heyl (1960, p. 803-804)",374
482,"Bernstein (1980, p. 59)",264
483,"Ostrander and Price (1940, p. 22)",368
483,"Bangs (1946, p. 70-71)",260
483,"Pearre and Heyl (1960, p. 804, plate 40)",374
483,"Bernstein (1980, p. 32-33)",264
484,"Bangs (1946, p. 71)",260
485,"Hayden (1833)",324
485,"Ostrander and Price (1940, p. 27, 29)",368
485,"Ostrander and others (1946, p. 12)",367
485,"Faust and Fahey (1962, p. 9)",95
486,"Ostrander and Price (1940, p. 42)",368
487,"Ostrander and Price (1940, p. 42, 44)",368
488,"Bernstein (1980, p. 30-31)",264
489,"Ostrander and Price (1940, p. 52): Pearre and Heyl (1960, p. 763-764, plate 41)",368
490,"Ostrander and Price (1940, p. 54)",368
491,"Ostrander and Price (1940, p. 56)",368
491,"Pearre and Heyl (1960, p. 797-799, 804, plate 41)",374
491,"Puffer and others (1980)",381
492,"Ostrander and Price (1940, p. 54)",368
493,"Bangs (1946, p. 70)",260
493,"Pearre and Heyl (1960, p. 804, plate 41)",374
494,"Ostrander and Price (1940, p. 55, 58)",368
494,"Bangs (1946, p. 69-71)",260
494,"Pearre and Heyl (1960, p. 801, 804, plate 41)",374
494,"Bowles (1955, p. 27)",5
495,"Pearre and Heyl (1960, p. 812, plate 41)",374
496,"Pearre and Heyl (1960, plate 41)",374
496,"Puffer and others (1980)",381
497,"Ostrander and Price (1940, p. 59)",368
497,"Pearre and Heyl (1960, p. 813, plate 41)",374
497,"Puffer and others (1980)",381
498,"Pearre and Heyl (1960, plate 41)",374
498,"Puffer and others (1980)",381
499,"Smith and others (1907, p. 8-9)",397
499,"Wing (1951a, p. 43-45, Map III)",418
500,"Smith and others (1907, p. 8-9)",397
500,"Wing (1951a, p. 43-45, Map II)",418
500,"Morrill and Hinckley (1959, p. 22)",360
501,"Wing (1951a, p. 43-45)",418
501,"Morrill and Hinckley (1959, p. 22)",360
502,"Boudette (1982, 1991)",267
503,"Boudette (1982, 1991)",267
503,"King and Foord (1994, p. 86-87)",338
504,"Wing and Dawson (1949, p. 46-47)",420
504,"Boudette (1982, 1991)",267
504,"King and Foord (1994, p. 86-87)",338
505,"Harwood (1973, p. 49-51, plate 1)",323
505,"Boudette (1982)",267
506,"Harwood (1973, p. 49-51, plate 1)",323
506,"Boudette (1982)",267
507,"Harwood (1973, p. 49-51, plate 1)",323
507,"Boudette (1982)",267
507,"King and Foord (1994, p. 86-87)",338
508,"Harwood (1973, p. 49-51, plate 1)",323
508,"Boudette (1982)",267
509,"Boudette (1982, 1991)",267
509,"King and Foord (1994, p. 86-87)",338
510,"Boudette (1982, 1991)",267
511,"Wing and Dawson (1949, p. 48-58)",420
511,"Hurley and Thompson (1950)",331
511,"Wing (1951a, Map I)",418
511,"Wing (1951b)",419
511,"Bowles (1955, p. 22)",5
512,"Wing and Dawson (1949, p. 58-59, Map V)",420
512,"Hurley and Thompson (1950)",331
512,"Wing (1951a)",418
512,"Wing (1951b)",419
513,"Harwood (1973, p. 49-50, plate 1)",323
513,"Boudette (1982)",267
514,"Wing and Dawson (1949, p. 59-60)",420
515,"Wing and Dawson (1949, p. 60)",420
516,"Harwood (1973, p. 49-50, plate 1)",323
516,"Boudette (1982)",267
517,"Harwood (1973, p. 49-50, plate 1)",323
517,"Boudette (1982)",267
518,"Harwood (1973, p. 49-50, plate 1)",323
518,"Boudette (1982)",267
519,"Harwood (1973, p. 49-50, plate 1)",323
519,"Boudette (1982)",267
520,"Pavlides (1965, p. 38, plate 1)",371
521,"Conrad and others (1963, p. 42)",288
522,"Hunter (1941, p. 106-107)",329
522,"Conrad and others (1963, p. 42)",288
523,"Conrad and others (1963, p. 36)",288
524,"Conrad and others (1963, p. 36-37)",288
525,"Conrad and others (1963, p. 36)",288
526,"Conrad and others (1963, p. 31-32)",288
527,"Conrad and others (1963, p. 32)",288
528,"Conrad and others (1963, p. 30-31)",288
529,"Conrad and others (1963, p. 35-36)",288
530,"Conrad and others (1963, p. 32)",288
531,"Conrad and others (1963, p. 29-30)",288
532,"Conrad and others (1963, p. 34)",288
533,"Conrad and others (1963, p. 32-34)",288
534,"Conrad and others (1963, p. 34)",288
535,"Conrad and others (1963, p. 34-35)",288
536,"Conrad and others (1963, p. 35)",288
537,"Murdock and Hunter (1946, plate 13)",361
538,"Conrad and others (1963, p. 39-40)",288
539,"Conrad and others (1963, p. 37, 39-40)",288
540,"Murdock and Hunter (1946, p. 35, plate 13)",361
541,"Conrad and others (1963, p. 40)",288
542,"Conrad and others (1963, p. 30)",288
543,"Conrad and others (1963, p. 40)",288
544,"Conrad and others (1963, p. 40)",288
545,"Conrad and others (1963, p. 29)",288
546,"Hunter (1941, p. 100-102)",329
547,"Conrad and others (1963, p. 40-42)",288
548,"Conrad and others (1963, p. 37)",288
549,"Hunter and others (1942, p. 12)",330
550,"Hunter and others (1942, p. 12-14)",330
551,"Hunter (1941, p. 67-74)",329
552,"Conrad and others (1963, p. 42-44)",288
553,"Brobst (1962, plate 1)",271
553,"Conrad and others (1963, p. 24-25)",288
554,"Conrad and others (1963, p. 27)",288
555,"Brobst (1962, plate 1)",271
555,"Conrad and others (1963, p. 24)",288
556,"Hunter (1941, p. 53-57)",329
556,"Brobst (1962, plate 1)",271
556,"Conrad and others (1963, p. 25-26)",288
557,"Brobst (1962, plate 1)",271
557,"Conrad and others (1963, p. 26-27)",288
558,"Kulp and Brobst (1954)",339
558,"Hunter (1941, p. 48-53)",329
559,"Brobst (1962, plate 1)",271
559,"Conrad and others (1963, p. 26)",288
560,"Conrad and others (1963, p. 27)",288
561,"Hunter (1941, p. 57)",329
561,"Brobst (1962, p. A22)",271
561,"Conrad and others (1963, p. 22)",288
562,"Brobst (1962, plate 1)",271
562,"Conrad and others (1963, p. 22, 24)",288
563,"Bryant (1962, p. D-28)",274
563,"Conrad and others (1963, p. 22)",288
564,"Conrad and others (1963, p. 22)",288
565,"Bryant (1962, p. D-28)",274
565,"Conrad and others (1963, p. 21-22)",288
566,"Hunter (1941, p. 43-47)",329
566,"Brobst (1962, p. A22)",271
566,"Conrad and others (1963, p. 22)",288
567,"Pratt and Lewis (1905, p. 58, 394)",379
568,"Pratt and Lewis (1905, p. 57, 394)",379
569,"Pratt and Lewis (1905, p. 58, 394)",379
570,"Mason (1960)",351
570,"Germine (1981)",313
570,"Germine and Puffer (1981)",316
571,"Germine (1981)",313
571,"Germine and Puffer (1981)",316
572,"Germine (1981)",313
572,"Germine and Puffer (1981)",316
573,"Germine (1981)",313
573,"Germine and Puffer (1981)",316
574,"Germine (1981)",313
574,"Germine and Puffer (1981)",316
575,"Lewis (1909)",344
575,"Montgomery (1955)",358
575,"Germine (1981)",313
575,"Germine and Puffer (1981)",316
576,"Cook (1868)",289
576,"Seymour (1868)",393
576,"Russell (1882)",392
576,"Mason (1960)",351
576,"Germine (1981)",313
576,"Germine and Puffer (1981)",316
577,"Newland (1901, p. 316-317)",365
577,"Faust and Fahey (1962, p. 13)",95
577,"Germine (1981)",313
577,"Germine and Puffer (1981)",316
578,"Newland (1901, p. 316-317)",365
578,"Germine (1981)",313
578,"Germine and Puffer (1981)",316
579,"Germine (1981)",313
579,"Germine and Puffer (1981)",316
580,"Mason (1960)",351
580,"Germine (1981)",313
580,"Germine and Puffer (1981)",316
581,"Germine (1981)",313
581,"Germine and Puffer (1981)",316
582,"Germine (1981)",313
582,"Germine and Puffer (1981)",316
583,"Germine (1981)",313
583,"Germine and Puffer (1981)",316
584,"Germine (1981)",313
584,"Germine and Puffer (1981)",316
585,"Germine (1981)",313
585,"Germine and Puffer (1981)",316
586,"Germine (1981)",313
586,"Germine and Puffer (1981)",316
587,"Germine (1981)",313
587,"Germine and Puffer (1981)",316
588,"Peters and Peters (1978)",377
588,"Germine (1981)",313
588,"Germine and Puffer (1981)",316
589,"Chester (1901)",279
589,"Valiant (1903)",404
589,"Germine (1981)",313
589,"Germine and Puffer (1981)",316
590,"Germine (1981)",313
590,"Germine and Puffer (1981)",316
591,"Germine (1981)",313
591,"Germine and Puffer (1981)",316
592,"Cook (1868)",289
592,"Germine and Puffer (1981)",316
593,"Valiant (1903)",404
593,"Germine (1981)",313
593,"Germine and Puffer (1981)",316
594,"Merrill (1888)",354
594,"Shannon (1927)",395
594,"Kalousek and Muttart (1957)",335
594,"Faust and Fahey (1962)",95
594,"Germine (1981)",313
594,"Germine and Puffer (1981)",316
595,"Mason (1960)",351
595,"Peters and Peters (1978)",377
595,"Germine (1981)",313
595,"Germine and Puffer (1981)",316
596,"Cook (1868)",289
596,"Germine and Puffer (1981)",316
597,"Germine (1981)",313
597,"Germine and Puffer (1981)",316
598,"Canfield (1889, p. 5)",277
598,"Germine (1981)",313
598,"Germine and Puffer (1981)",316
599,"Cook (1874)",290
599,"Canfield (1889)",277
599,"Germine (1981)",313
599,"Germine and Puffer (1981)",316
600,"Germine (1981)",313
600,"Germine and Puffer (1981)",316
601,"Canfield (1889)",277
601,"Germine (1981)",313
601,"Germine and Puffer (1981)",316
602,"Haque and others (1956)",322
602,"Widmer (1962)",417
602,"Wood (1969)",421
602,"Kushner (1974)",340
602,"Germine (1981, 1982, 1986)",313
602,"Germine and Puffer (1981)",316
603,"Cook (1879)",291
603,"Germine (1981)",313
603,"Germine and Puffer (1981)",316
604,"Metsger and others (1966)",356
604,"Frondel (1972)",309
604,"Germine (1981)",313
604,"Germine and Puffer (1981)",316
605,"Kushner (1974)",340
605,"Germine (1981, 1982, 1986)",313
605,"Germine and Puffer (1981)",316
606,"Palache (1935)",369
606,"Haque and others (1956)",322
606,"Baum (1962)",261
606,"Metsger (1962)",355
606,"Frondel (1972)",309
606,"Germine (1981)",313
606,"Germine and Puffer (1981)",316
607,"Germine (1981)",313
607,"Germine and Puffer (1981)",316
608,"Behm (1954)",263
608,"Germine (1981)",313
608,"Germine and Puffer (1981)",316
608,"Puffer and others (1993)",383
608,"Puffer and Germine (1994)",380
609,"Germine (1981)",313
609,"Germine and Puffer (1981)",316
609,"Puffer and others (1993)",383
609,"Puffer and Germine (1994)",380
610,"Germine (1981)",313
610,"Germine and Puffer (1981)",316
610,"Puffer and others (1993)",383
610,"Puffer and Germine (1994)",380
611,"Germine (1981)",313
611,"Germine and Puffer (1981)",316
611,"Puffer and others (1993)",383
611,"Puffer and Germine (1994)",380
612,"Germine (1981)",313
612,"Germine and Puffer (1981)",316
612,"Puffer and others (1993)",383
612,"Puffer and Germine (1994)",380
613,"Germine (1981)",313
613,"Germine and Puffer (1981)",316
613,"Puffer and others (1993)",383
613,"Puffer and Germine (1994)",380
614,"Behm (1954)",263
614,"Germine (1981)",313
614,"Germine and Puffer (1981)",316
614,"Puffer and others (1993)",383
614,"Puffer and Germine (1994)",380
615,"Behm (1954)",263
615,"Germine (1981)",313
615,"Germine and Puffer (1981)",316
615,"Puffer and others (1993)",383
615,"Puffer and Germine (1994)",380
616,"Germine (1981)",313
616,"Germine and Puffer (1981)",316
616,"Puffer and others (1993)",383
616,"Puffer and Germine (1994)",380
617,"Cichetti (1977)",286
617,"Germine (1981)",313
617,"Germine and Puffer (1981)",316
617,"Puffer and others (1993)",383
617,"Puffer and Germine (1994)",380
618,"Germine (1981)",313
618,"Germine and Puffer (1981)",316
618,"Puffer and others (1993)",383
618,"Puffer and Germine (1994)",380
619,"Behm (1954)",263
619,"Germine (1981)",313
619,"Germine and Puffer (1981)",316
619,"Puffer and others (1993)",383
619,"Puffer and Germine (1994)",380
620,"Maresca (1984)",346
620,"Maresca and others (1984)",348
621,"Germine (1981)",313
621,"Germine and Puffer (1981)",316
621,"Puffer and others (1993)",383
621,"Puffer and Germine (1994)",380
622,"Germine (1981)",313
622,"Germine and Puffer (1981)",316
622,"Puffer and others (1993)",383
622,"Puffer and Germine (1994)",380
623,"Maresca and others (1983)",347
623,"Puffer and others (1983, p. 18-35)",382
623,"Maresca (1984)",346
623,"Maresca and others (1984)",348
623,"Puffer and others (1993)",383
624,"Britton (1882, p. 182)",270
624,"Hollick (1902)",326
624,"Newland (1921, p. 32)",366
624,"Behm (1954)",263
624,"Germine (1981)",313
624,"Germine and Puffer (1981)",316
624,"Puffer and others (1993)",383
624,"Puffer and Germine (1994)",380
625,"Newland (1901, p. 399-402, 405)",365
626,"Januzzi (1959, p. 8, 21, 24, and 75)",332
626,"Januzzi (1961, p. 13)",333
626,"Cressey and Spratt (1993)",293
627,"Newland (1921, p. 32)",366
627,"Chidester and Shride (1962)",73
628,"Newland (1921, p. 31-32)",366
628,"Bowles (1955, p. 22)",5
628,"Chidester and Shride (1962)",73
629,"Newland (1921, p. 32)",366
629,"Chidester and Shride (1962)",73
630,"Engel (1962)",304
630,"Ross and others (1968)",391
630,"Beard and others (2001)",262
630,"Van Gosen and others (2004)",406
630,"Webber and others (2004)",415
631,"Ostrander and others (1946, p. 18-21)",367
631,"Pearre and Heyl (1960, p. 738-740, 746, 767-768, plate 41)",374
631,"Faust and Fahey (1962, p. 8)",95
631,"Foord and others (1981)",306
632,"Pearre and Heyl (1960, p. 768-769, plate 41)",374
633,"Pearre and Heyl (1960, p. 815-816, plate 41)",374
633,"Faust and Fahey (1962, p. 11)",95
633,"Geyer and others (1976, p. 87-91)",317
633,"Puffer and others (1980)",381
634,"Pearre and Heyl (1960, p. 774-775, plate 41)",374
635,"Gordon (1922, p. 181)",319
635,"Pearre and Heyl (1960, p. 725, plate 41)",374
636,"Pearre and Heyl (1960, plate 41)",374
636,"Puffer and others (1980)",381
637,"Pearre and Heyl (1960, p. 728, plate 41)",374
637,"Lapham (1962a)",341
637,"Geyer and others (1976, p. 128-133)",317
637,"Puffer and others (1980)",381
638,"Pearre and Heyl (1960, p. 780, plate 41)",374
638,"Puffer and others (1980)",381
639,"Gordon (1922, p. 206)",319
639,"Faust and Fahey (1962, p. 10)",95
639,"Pearre and Heyl (1960, p. 778-779, plate 41)",374
640,"Gordon (1922, p. 205-206)",319
640,"Ostrander and others (1946, p. 15-18)",367
640,"Pearre and Heyl (1960, p. 775-778, plate 41)",374
640,"Faust and Fahey (1962, p. 10-11)",95
640,"Geyer and others (1976, p. 157-161)",317
641,"Gordon (1922, p. 181)",319
641,"Pearre and Heyl (1960, p. 780-781, plate 41)",374
641,"Puffer and others (1980)",381
642,"Pearre and Heyl (1960, plate 41)",374
642,"Puffer and others (1980)",381
643,"Pearre and Heyl (1960, plate 41)",374
643,"Puffer and others (1980)",381
644,"Geyer and others (1976, p. 23-27)",317
645,"Geyer and others (1976, p. 28-30)",317
646,"Gordon (1922, p. 206)",319
646,"Stone (1939, p. 4)",398
646,"Pearre and Heyl (1960, p. 803, 805, plate 41)",374
647,"Stone (1939, p. 4)",398
647,"Pearre and Heyl (1960, p. 803, plate 41)",374
648,"Rand and others (1893, p. 198)",385
648,"Gordon (1922, p. 184)",319
648,"Pearre and Heyl (1960, p. 805, plate 42)",374
649,"Genth (1875, p. 68)",311
649,"Gordon (1922, p. 185)",319
649,"Pearre and Heyl (1960, p. 805, plate 42)",374
650,"Gordon (1922, p. 193)",319
651,"Gordon (1922, p. 192)",319
652,"Gordon (1922, p. 173-174)",319
652,"Pearre and Heyl (1960, p. 820, plate 42)",374
653,"Gordon (1922, p. 182)",319
653,"Geyer and others (1976, p. 65-68)",317
653,"Pearre and Heyl (1960, p. 720, 728-729, plate 42)",374
654,"Rand and others (1893, p. 200)",385
654,"Gordon (1922, p. 200)",319
654,"Pearre and Heyl (1960, p. 805, plate 42)",374
654,"Mitchell (1999, p. 173-174)",357
655,"Rand and others (1893, p. 197)",385
655,"Gordon (1922, p. 199)",319
656,"Genth (1875, p. 116)",311
656,"Rand and others (1893, p. 201)",385
656,"Gordon (1922, p. 189)",319
656,"Pearre and Heyl (1960, p. 803, plate 42)",374
657,"Rand and others (1893, p. 187)",385
657,"Gordon (1922, p. 180)",319
657,"Pearre and Heyl (1960, p. 725, plate 42)",374
658,"Rand and others (1893, p. 201)",385
658,"Gordon (1922, p. 188)",319
659,"Rand and others (1893, p. 187)",385
659,"Gordon (1922, p. 180)",319
660,"Gordon (1922, p. 183)",319
660,"Pearre and Heyl (1960, plate 42)",374
661,"Rand and others (1893, p. 186)",385
661,"Gordon (1922, p. 194)",319
661,"Pearre and Heyl (1960, p. 725, plate 42)",374
662,"Pearre and Heyl (1960, p. 803, plate 42)",374
663,"Rand and others (1893, p. 181-182)",385
663,"Gordon (1922, p. 221-222)",319
663,"Pearre and Heyl (1960, p. 799-800, plate 42)",374
664,"Genth (1875, p. 69)",311
664,"Rand and others (1893, p. 182)",385
664,"Gordon (1922, p. 213)",319
664,"Pearre and Heyl (1960, p. 725, plate 42)",374
665,"Gordon (1922, p. 161)",319
666,"Geyer and others (1976, p. 77-84)",317
667,"Rand and others (1893, p. 182)",385
667,"Gordon (1922, p. 223)",319
668,"Geyer and others (1976, p. 38-41)",317
669,"Gray and Lapham (1961)",320
669,"Lapham (1962b)",342
669,"Geyer and others (1976, p. 165-171)",317
670,"Geyer and others (1976, p. 193-198)",317
670,"Germine (1981)",313
670,"Germine and Puffer (1981)",316
671,"Peck (1905)",375
671,"Montgomery (1955, 1962)",358
671,"Geyer and others (1976, p. 193-198)",317
671,"Germine (1981)",313
671,"Germine and Puffer (1981)",316
672,"Chester and Cairns (1887)",280
672,"Quinn and others (1949)",384
672,"Woolley (1987, p. 153)",422
673,"Sloan (1908, p. 124)",396
674,"Sloan (1908, p. 124-125)",396
675,"Sloan (1908, p. 123)",396
676,"Sloan (1908, p. 123-124)",396
677,"Sloan (1908, p. 124)",396
678,"Sloan (1908, p. 125)",396
679,"Sloan (1908, p. 111-112)",396
680,"Sloan (1908, p. 109-111)",396
681,"Kaas (1996, sequence number 0510770012)",334
682,"Kaas (1996, sequence number 0510890005)",334
683,"Dietrich (1955, p. 21)",295
684,"Dietrich (1955, p. 21)",295
685,"Dietrich (1955, p. 21)",295
685,"Kaas (1996, sequence number 0510630043)",334
686,"Kaas (1996, sequence number 0510630042)",334
687,"Watson (1907, p. 286)",414
687,"Diller (1911, p. 520-521)",207
687,"Dietrich (1953, p. 41)",294
688,"Dietrich (1953, p. 41)",294
689,"Watson (1907, p. 286)",414
689,"Dietrich (1953, p. 41)",294
690,"Kaas (1996, sequence number 0510090008)",334
691,"Brown (1937, p. 41, plate 2)",273
691,"Dietrich (1953, p. 37)",294
692,"Kaas (1996, sequence number 0510750048)",334
693,"Watson (1907, p. 293-296)",414
693,"Dietrich (1953, p. 41)",294
694,"Kaas (1996, sequence number 0510650035)",334
695,"Kaas (1996, sequence number 0511650017)",334
696,"Allen (1963, p. 88)",255
697,"Watson (1907, p. 509-510)",414
697,"Weed (1911, p. 107-108)",416
697,"Allen (1963, p. 84, plate 1)",255
697,"Sweet and Bell (1980, p. 43)",399
698,"Watson (1907, p. 510)",414
698,"Weed (1911, p. 109-111)",416
698,"Allen (1963, p. 84-85, plate 1)",255
698,"Allen (1967, p. 55-56, plate 1)",256
698,"Sweet and Bell (1980, p. 47)",399
699,"Watson (1907, p. 509)",414
699,"Weed (1911, p. 106)",416
699,"Allen (1967, p. 56-57, plate 1)",256
699,"Sweet and Bell (1980, p. 44-45)",399
700,"Watson (1907, p. 508)",414
700,"Weed (1911, p. 101)",416
700,"Sweet and Bell (1980, p. 43)",399
701,"Trapp (1968)",403
701,"Medici (1972)",353
701,"Bernstein (1980, p. 122, 124, 131, 133-137)",264
702,"Dietrich (1955, p. 21)",295
702,"Bernstein (1980, p. 105)",264
703,"Thiesmeyer (1937)",402
704,"Drake and Morgan (1981)",299
704,"Drake (1986)",297
704,"Drake and Lee (1989)",298
704,"Drake and others (1994)",300
704,"Dusek and Yetman (2002)",301
704,"Ross and Nolan (2003, p. 463-464)",161
705,"Watson (1907, p. 508-509)",414
705,"Weed (1911, p. 102-103)",416
706,"Kaas (1996, sequence number 0510590043)",334
707,"Bernstein (1980, p. 108-109)",264
708,"Dietrich (1953, p. 41)",294
709,"Chidester and others (1951, p. 14, plate 1)",283
709,"Chidester and Shride (1962, p. 7)",73
710,"Gillson (1927, p. 254)",318
710,"Phillips and Hess (1936, p. 343-345)",378
710,"Zodac (1940)",423
710,"Bain (1942)",259
710,"Chidester and others (1951, p. 28-29, plate 1)",283
710,"Veblen and others (1977)",412
710,"Veblen and Burnham (1978a, 1978b)",408
710,"Veblen and Buseck (1979, 1980)",410
711,"Chidester and others (1951, p. 12, plate 1)",283
711,"Chidester and Shride (1962, p. 7)",73
712,"Perry (1929)",376
713,"Perry (1929, p. 39-40)",376
714,"Gillson (1927, p. 259-263)",318
714,"Bain (1942, p. 257)",259
714,"Chidester and others (1951, p. 11)",283
715,"Gillson (1927, p. 262-266)",318
715,"Bain (1942, p. 257)",259
715,"Chidester and others (1951, p. 26-27)",283
716,"Gillson (1927, p. 268-271)",318
716,"Bain (1942)",259
716,"Anonymous (1944)",257
716,"Chidester (1962)",281
717,"Gillson (1927, p. 271-274)",318
717,"Chidester (1962)",281
718,"Chidester and others (1952)",285
718,"Chidester (1962)",281
719,"Kemp (1901)",337
719,"Marsters (1904, 1905)",349
719,"Richardson (1910)",388
719,"Keith and Bain (1932)",336
719,"Cady and others (1963)",276
719,"Murphy and Lacroix (1969)",362
719,"Chidester and others (1978)",282
719,"Van Baalen and others (1999)",405
720,"Kemp (1901)",337
720,"Marsters (1904, 1905)",349
720,"Richardson (1910)",388
720,"Diller (1911, p. 509-511)",207
720,"Keith and Bain (1932)",336
720,"Bain (1942)",259
720,"Bowles (1955, p. 22-23)",5
720,"Cady and others (1963)",276
720,"Murphy and Lacroix (1969)",362
720,"Chidester and others (1978)",282
720,"Conrad and Vanecek (1995, p. 101)",287
720,"Hadden (1996)",321
