Site_ID|Name|WGS84_Lat|WGS84_Lon|Commod_gp|Src_Rec_No|Record_tp|Country|State|Ref_no
208654|ONEX SHAFT|46.64|-81.34|Ni, Cu|ONT-445|Occurrence|Canada|Ontario|13
208655|McCreedy East|46.66|-81.34|Ni, Cu|ONT-446|Occurrence|Canada|Ontario|13
208656|NEELON TOWNSHIP NW|46.52|-80.93|Ni|ONT-447|Occurrence|Canada|Ontario|13
208657|DISCOVERY SITE|46.52|-81.05|Cu, Ni|ONT-448|Occurrence|Canada|Ontario|13
208658|MICROWAVE SHOWING|46.50|-80.97|Ni, Cu|ONT-449|Occurrence|Canada|Ontario|13
208659|HOLLINGER|47.82|-82.39|Ni|ONT-450|Occurrence|Canada|Ontario|13
208660|MINNOW LAKE WEST PIT|46.49|-80.97|Ni|ONT-451|Occurrence|Canada|Ontario|13
208661|EVECO|47.64|-81.62|Ni, Cu|ONT-452|Developed Prospect|Canada|Ontario|13
208662|MCKIM H SHOWING|46.48|-80.99|Ni, Cu|ONT-453|Occurrence|Canada|Ontario|13
208663|MCKIM I SHOWING|46.47|-80.99|Ni|ONT-454|Occurrence|Canada|Ontario|13
208664|MCKIM J SHOWING|46.46|-81.04|Ni, Cu|ONT-455|Occurrence|Canada|Ontario|13
208665|VICTORIA TWP 29|46.20|-82.28|Ni, Cu|ONT-456|Occurrence|Canada|Ontario|13
208666|WHITSON LAKE SOUTH|46.25|-82.03|Ni, Cu|ONT-457|Occurrence|Canada|Ontario|13
208667|BABCOCK, J|46.46|-81.10|Cu, Ni|ONT-458|Occurrence|Canada|Ontario|13
208668|LOT 8, CON 3|46.39|-81.51|Cu, Ni|ONT-459|Occurrence|Canada|Ontario|13
208669|CHEBOGOMOG LAKE - 3|46.49|-79.87|Ni|ONT-460|Occurrence|Canada|Ontario|13
208670|CHEBOGOMOG LAKE - 2|46.49|-79.87|Cu, Ni|ONT-461|Occurrence|Canada|Ontario|13
208671|LOT 3, CON 5|46.43|-81.33|Cu, Ni|ONT-462|Occurrence|Canada|Ontario|13
208672|LOT 1, CON 5|46.42|-81.45|Cu, Ni|ONT-463|Occurrence|Canada|Ontario|13
208673|MCCONNELL MINE|46.56|-80.89|Cu, Ni|ONT-464|Occurrence|Canada|Ontario|13
208674|LOUGHRIM & DWYER PROSPECT|46.39|-81.46|Ni, Cu|ONT-465|Occurrence|Canada|Ontario|13
208675|MARTEL|48.32|-83.19|Ni, Cu|ONT-466|Occurrence|Canada|Ontario|13
208676|LOT 6, CON 3|46.40|-81.48|Cu, Ni|ONT-467|Occurrence|Canada|Ontario|13
208677|HART LAKE SULPHIDE|46.70|-80.44|Ni, Cu|ONT-468|Occurrence|Canada|Ontario|13
208678|DELTA|46.45|-81.51|Cu, Ni|ONT-469|Occurrence|Canada|Ontario|13
208679|DANIEL MINING|47.95|-81.25|Ni|ONT-470|Occurrence|Canada|Ontario|13
208680|CENTURY MINE|46.41|-81.21|Ni, Cu|ONT-471|Occurrence|Canada|Ontario|13
208681|PROSPECT 10|46.32|-81.52|Ni, Cu|ONT-472|Occurrence|Canada|Ontario|13
208682|LOT 2, CON 4|46.42|-81.19|Ni|ONT-473|Occurrence|Canada|Ontario|13
208683|PROSPECT 9|46.28|-81.55|Ni, Cu|ONT-474|Occurrence|Canada|Ontario|13
208684|LOT 7,8, CON 3|46.40|-81.25|Cu, Ni|ONT-475|Occurrence|Canada|Ontario|13
208685|BARDWELL|47.88|-81.29|Ni|ONT-476|Occurrence|Canada|Ontario|13
208686|J. RAUHALA|46.38|-81.13|Cu, Ni|ONT-477|Occurrence|Canada|Ontario|13
208687|BELL LAKE EAST|46.34|-81.53|Cu, Ni|ONT-478|Occurrence|Canada|Ontario|13
208688|HWY 17|46.33|-81.56|Ni, Cu|ONT-479|Occurrence|Canada|Ontario|13
208689|WEST SIDE OUTLET BAY|46.66|-80.67|Cu, Ni|ONT-480|Occurrence|Canada|Ontario|13
208690|MOOSE RAPIDS|46.63|-80.65|Cu, Ni|ONT-481|Occurrence|Canada|Ontario|13
208691|NORTH BARDWELL|47.88|-81.29|Ni|ONT-482|Occurrence|Canada|Ontario|13
208692|BRUNNE|46.44|-82.25|Cu, Ni, Pd, Pt|ONT-483|Occurrence (PGE-Enriched)|Canada|Ontario|13
208693|MOON LAKE|46.42|-82.22|Cu, Ni, Pd, Pt|ONT-484|Occurrence (PGE-Enriched)|Canada|Ontario|13
208694|CRERAR OCCURRENCE D|46.61|-80.23|Ni, Cu|ONT-486|Occurrence|Canada|Ontario|13
208695|CRERAR OCCURRENCE F|46.60|-80.23|Ni, Cu|ONT-487|Occurrence|Canada|Ontario|13
208696|CRERAR OCCURRENCE BRADLEY ZONE|46.59|-80.22|Ni, Cu|ONT-488|Occurrence|Canada|Ontario|13
208697|KAWENE|48.75|-91.22|Cu, Ni, Pd|ONT-489|Occurrence|Canada|Ontario|13
208698|ABIWIN|48.76|-91.09|Cu, Ni, Pd|ONT-490|Occurrence|Canada|Ontario|13
208699|MUD LAKE, MOREHOUSE, W.D.|48.76|-91.04|Cu, Ni, Pt|ONT-491|Prospect|Canada|Ontario|13
208700|RENSHAW-KUNEMAN|48.09|-89.32|Cu, Ni|ONT-492|Occurrence|Canada|Ontario|13
208701|PRIESTON, B.W.|48.11|-89.32|Ni, Cu|ONT-493|Occurrence|Canada|Ontario|13
208702|PUDDY LAKE|49.96|-89.54|Ni, Cu, Pt, Pd|ONT-494|Prospect (PGE-Enriched)|Canada|Ontario|13
208703|LAWRENCE NO. 1|48.77|-90.88|Cu, Ni, Pd|ONT-500|Occurrence|Canada|Ontario|13
208704|MILKIE, H.|48.63|-90.33|Ni, Cu|ONT-502|Occurrence|Canada|Ontario|13
208705|WEESE LAKE|51.29|-88.63|Cu, Ni|ONT-503|Occurrence|Canada|Ontario|13
208706|SEEMAR|48.63|-90.34|Cu, Ni|ONT-504|Prospect|Canada|Ontario|13
208707|SHAWMIN, D.|48.62|-90.37|Cu, Ni|ONT-505|Occurrence|Canada|Ontario|13
208708|SULMAC|50.23|-87.36|Ni, Cu|ONT-506|Occurrence|Canada|Ontario|13
208709|SHAWMIN N-20|48.63|-90.38|Ni, Cu|ONT-507|Occurrence|Canada|Ontario|13
208710|LOWER SHEBANDOWAN|48.59|-90.16|Ni, Cu, Pd|ONT-508|Occurrence|Canada|Ontario|13
208711|SHEBANDOWAN (INCO MINE)|48.59|-90.24|Ni, Cu|ONT-509|Producer|Canada|Ontario|13
208712|BOLDUC, R.|48.04|-89.54|Ni, Cu|ONT-510|Occurrence|Canada|Ontario|13
208713|STRICKLAND, J.|48.07|-89.52|Cu, Ni|ONT-511|Occurrence|Canada|Ontario|13
208714|BAHLEIDA, A.|48.08|-89.47|Ni, Cu|ONT-512|Occurrence|Canada|Ontario|13
208715|NOWOSAD, A.|48.08|-89.50|Ni, Cu|ONT-513|Occurrence|Canada|Ontario|13
208716|MCCUAIG, J.A.|48.05|-89.69|Ni, Cu, Pd|ONT-518|Occurrence|Canada|Ontario|13
208717|NORPOINT|48.02|-89.56|Cu, Ni|ONT-519|Occurrence|Canada|Ontario|13
208718|GREAT LAKES NICKEL|48.07|-89.62|Ni, Cu|ONT-520|Developed Prospect|Canada|Ontario|13
208719|NORWAY LAKE|48.05|-89.60|Cu, Ni|ONT-521|Occurrence|Canada|Ontario|13
208720|ANACONDA 3|48.79|-86.31|Cu, Ni, Pd, Pt|ONT-527|Developed Prospect (PGE-Enriched)|Canada|Ontario|13
208721|COMINCO|48.03|-89.74|Ni, Cu|ONT-528|Occurrence|Canada|Ontario|13
208722|DENISON|48.03|-89.72|Ni, Cu|ONT-529|Occurrence|Canada|Ontario|13
208723|INTERNATIONAL MOGUL|50.37|-87.94|Ni, Cu|ONT-530|Developed Prospect|Canada|Ontario|13
208724|SEEMAR|48.03|-89.71|Ni, Cu|ONT-531|Occurrence|Canada|Ontario|13
208725|PONKA|48.17|-89.68|Cu, Ni|ONT-532|Occurrence|Canada|Ontario|13
208726|PANTHER EAST|50.35|-87.80|Ni|ONT-533|Occurrence|Canada|Ontario|13
208727|BORDUN|48.04|-89.62|Cu, Ni|ONT-534|Prospect|Canada|Ontario|13
208728|PANTHER WEST|50.34|-87.85|Ni|ONT-535|Occurrence|Canada|Ontario|13
208729|LAC DES ILES|49.16|-89.61|Cu, Ni, Pd|ONT-536|Occurrence|Canada|Ontario|13
208730|SEEMAR|48.86|-86.46|Ni, Cu, Pd|ONT-537|Occurrence|Canada|Ontario|13
208731|LEDGER, F.|49.70|-87.71|Ni|ONT-538|Occurrence|Canada|Ontario|13
208732|COLEMAN-GRAY|49.80|-87.87|Ni, Cu|ONT-543|Occurrence|Canada|Ontario|13
208733|NORANDA|50.35|-87.78|Ni|ONT-544|Occurrence|Canada|Ontario|13
208734|TORONTO LAKE WEST|50.34|-87.86|Ni|ONT-545|Occurrence|Canada|Ontario|13
208735|POLPOND|50.47|-87.03|Cu, Ni|ONT-546|Occurrence|Canada|Ontario|13
208736|TONTINE, 70-10|50.27|-87.37|Ni|ONT-547|Occurrence|Canada|Ontario|13
208737|WARREN|50.47|-86.95|Ni, Cu|ONT-548|Occurrence|Canada|Ontario|13
208738|DISCOVERY POINT|48.59|-90.26|Cu, Ni|ONT-549|Producer|Canada|Ontario|13
208739|BILL LAKE|48.69|-91.87|Cu, Ni|ONT-550|Occurrence|Canada|Ontario|13
208740|WILSON, G.|48.74|-91.33|Cu, Ni|ONT-551|Occurrence|Canada|Ontario|13
208741|SKIMPOLE|48.58|-90.56|Cu, Ni|ONT-552|Occurrence|Canada|Ontario|13
208742|HEWARD LAKE|48.76|-91.15|Cu, Ni|ONT-553|Occurrence|Canada|Ontario|13
208743|FLETCHER LAKE WEST|50.56|-89.00|Cu, Ni|ONT-554|Occurrence|Canada|Ontario|13
208744|COMMERCE NICKEL NW|49.96|-89.55|Ni, Cu|ONT-555|Prospect|Canada|Ontario|13
208745|COMMERCE NICKEL W|49.96|-89.55|Ni, Cu|ONT-556|Occurrence|Canada|Ontario|13
208746|COMMERCE NICKEL S|49.96|-89.53|Ni, Cu|ONT-557|Occurrence|Canada|Ontario|13
208747|COMMERCE NICKEL E|49.96|-89.51|Ni, Cu|ONT-558|Occurrence|Canada|Ontario|13
208748|PADDON LAKE N|49.95|-89.59|Ni, Cu|ONT-559|Occurrence|Canada|Ontario|13
208749|ADAMS, L.|49.96|-89.62|Cu, Ni|ONT-560|Occurrence|Canada|Ontario|13
208750|BEGGS-CURRIE|48.90|-86.23|Cu, Ni|ONT-561|Occurrence|Canada|Ontario|13
208751|VIOLAMAC WEST|48.88|-86.21|Ni, Cu|ONT-562|Occurrence|Canada|Ontario|13
208752|MOCCASIN|48.88|-87.44|Ni, Cu|ONT-563|Occurrence|Canada|Ontario|13
208753|LITTLE SANTOY LAKE|48.81|-86.91|Cu, Ni|ONT-564|Occurrence|Canada|Ontario|13
208754|LONGLAC MINERAL CU-NI|48.90|-87.44|Cu, Ni|ONT-565|Occurrence|Canada|Ontario|13
208755|JACKFISH LAKE|48.81|-86.92|Ni, Cu|ONT-566|Occurrence|Canada|Ontario|13
208756|ROSS|48.43|-81.82|Ni, Cu|ONT-567|Prospect|Canada|Ontario|13
208757|TORBRITT|48.86|-80.98|Ni, Cu|ONT-568|Occurrence|Canada|Ontario|13
208758|BEAN LAKE|48.41|-81.77|Cu, Ni|ONT-569|Occurrence|Canada|Ontario|13
208759|GALATA, E.|48.31|-81.06|Ni, Cu|ONT-570|Occurrence|Canada|Ontario|13
208760|CON-SHAWKEY|48.34|-81.04|Ni, Cu|ONT-571|Occurrence|Canada|Ontario|13
208761|NORANDA|48.34|-81.00|Ni, Cu|ONT-572|Past Producer|Canada|Ontario|13
208762|FREDERICK|48.64|-80.88|Ni|ONT-573|Occurrence|Canada|Ontario|13
208763|McWatters|48.31|-81.04|Ni, Cu|ONT-574|Developed Prospect|Canada|Ontario|13
208764|Dundonald|48.64|-80.84|Ni, Cu|ONT-575|Occurrence|Canada|Ontario|13
208765|LELIEVER, G.|48.32|-80.99|Ni|ONT-576|Occurrence|Canada|Ontario|13
208766|DEVONSHIRE|48.80|-80.93|Cu, Ni|ONT-577|Occurrence|Canada|Ontario|13
208767|FORKS|48.32|-81.02|Ni|ONT-578|Occurrence|Canada|Ontario|13
208768|HART|48.30|-81.08|Ni, Cu|ONT-579|Prospect|Canada|Ontario|13
208769|INCO NORTH|48.84|-81.02|Cu, Ni|ONT-580|Occurrence|Canada|Ontario|13
208770|KERR|48.93|-81.13|Ni, Cu|ONT-581|Occurrence|Canada|Ontario|13
208771|ZEVELY|48.87|-81.06|Cu, Ni, Pd|ONT-582|Occurrence|Canada|Ontario|13
208772|MOGUL|48.81|-80.95|Ni, Cu|ONT-583|Occurrence|Canada|Ontario|13
208773|LOVELAND CREEK|48.66|-81.71|Ni, Cu, Pd|ONT-584|Occurrence|Canada|Ontario|13
208774|INCO|48.88|-81.53|Ni, Cu|ONT-585|Occurrence|Canada|Ontario|13
208775|ALEXO|48.64|-80.81|Ni, Cu|ONT-586|Past Producer|Canada|Ontario|13
208776|GHISLAU|48.95|-81.29|Ni|ONT-587|Occurrence|Canada|Ontario|13
208777|TEMCO|48.88|-81.46|Ni, Cu|ONT-588|Occurrence|Canada|Ontario|13
208778|Scott|48.65|-80.79|Ni, Cu|ONT-589|Occurrence|Canada|Ontario|13
208779|METAL|48.78|-80.75|Cu, Ni|ONT-590|Occurrence|Canada|Ontario|13
208780|BRAGAGNOLO|48.56|-81.27|Ni|ONT-591|Occurrence|Canada|Ontario|13
208781|COMINCO-BYERS|48.66|-81.73|Cu, Ni|ONT-592|Occurrence|Canada|Ontario|13
208782|ENID|48.65|-81.62|Ni, Cu|ONT-593|Occurrence|Canada|Ontario|13
208783|Texmont|48.16|-81.20|Ni, Cu|ONT-604|Past Producer|Canada|Ontario|13
208784|EBONY|48.70|-80.87|Ni|ONT-605|Occurrence|Canada|Ontario|13
208785|DOME 53E-1|48.17|-82.24|Ni, Cu|ONT-606|Occurrence|Canada|Ontario|13
208786|REDSTONE|48.31|-81.16|Ni, Cu|ONT-607|Developed Prospect|Canada|Ontario|13
208787|MATTAGAMI-CASSELMAN|49.10|-82.29|Cu, Ni|ONT-608|Prospect|Canada|Ontario|13
208788|KENNEDY - UTAH|48.33|-81.20|Ni, Cu|ONT-609|Occurrence|Canada|Ontario|13
208789|WHITESIDES|48.41|-81.77|Ni, Cu|ONT-610|Occurrence|Canada|Ontario|13
208790|WILHELMINA 1566-2|48.82|-81.84|Ni|ONT-611|Occurrence|Canada|Ontario|13
208791|ASARCO OV-4|48.53|-80.87|Ni, Cu|ONT-612|Occurrence|Canada|Ontario|13
208792|TEXMONT BLOCK C|48.18|-81.20|Ni|ONT-613|Occurrence|Canada|Ontario|13
208793|BAR-MIL|48.19|-81.20|Ni|ONT-614|Occurrence|Canada|Ontario|13
208794|PAYMASTER|48.21|-81.25|Ni|ONT-615|Occurrence|Canada|Ontario|13
208795|DWYER|48.17|-81.20|Cu, Ni|ONT-616|Occurrence|Canada|Ontario|13
208796|CROMARTY C-4-1|48.99|-81.87|Ni, Cu|ONT-617|Occurrence|Canada|Ontario|13
208797|ST. CLAIR|49.81|-83.74|Ni, Cu|ONT-618|Occurrence|Canada|Ontario|13
208798|INCO SOUTH|48.83|-81.03|Cu, Ni|ONT-619|Occurrence|Canada|Ontario|13
208799|SHELL 78-7|48.94|-81.18|Cu, Ni|ONT-620|Occurrence|Canada|Ontario|13
208800|AMAX|48.16|-81.89|Ni|ONT-621|Occurrence|Canada|Ontario|13
208801|AMERICAN BARRICK|48.17|-81.94|Ni|ONT-622|Occurrence|Canada|Ontario|13
208802|MATTAGAMI-2|48.67|-81.54|Ni|ONT-623|Occurrence|Canada|Ontario|13
208803|MATTAGAMI-1|48.68|-81.54|Ni|ONT-624|Occurrence|Canada|Ontario|13
208804|DOME|47.69|-82.63|Ni, Cu|ONT-625|Occurrence|Canada|Ontario|13
208805|DESSON|48.73|-81.09|Ni|ONT-626|Occurrence|Canada|Ontario|13
208806|NORANDA 72-8|48.34|-80.99|Ni|ONT-627|Occurrence|Canada|Ontario|13
208807|PEKARIK|48.81|-80.77|Ni, Cu|ONT-628|Occurrence|Canada|Ontario|13
208808|MCINTYRE|48.48|-81.66|Ni|ONT-629|Occurrence|Canada|Ontario|13
208809|LAKEMOUNT `F` VEIN|48.06|-84.62|Ni, Cu|ONT-630|Developed Prospect|Canada|Ontario|13
208810|RENNER|47.60|-84.77|Cu, Ni|ONT-631|Developed Prospect|Canada|Ontario|13
208811|SURLUGA NICKEL PROSPECT|47.97|-84.74|Ni|ONT-632|Occurrence|Canada|Ontario|13
208812|RAINY RIVER |48.71|-94.53|Ni, Cu, Pd, Pt|ONT-634|Occurrence (PGE-Enriched)|Canada|Ontario|13
208813|SAMUELS LAKE|48.60|-92.11|Cu, Ni, Pt, Pd, Au|ONT-635|Occurrence (PGE-Enriched)|Canada|Ontario|13
208814|TAYLOR|44.72|-76.77|Pd, Pt|ONT-636|Prospect (PGE-Enriched)|Canada|Ontario|13
208815|SAMPLE 0060|44.91|-77.29|Pd, Pt|ONT-637|Occurrence (PGE-Enriched)|Canada|Ontario|13
208816|ANOMALY 1071|44.84|-77.30|Pt|ONT-638|Prospect (PGE-Enriched)|Canada|Ontario|13
208817|STRINGER-BRUNNE PROPERTY|46.15|-81.58|Pd, Pt|ONT-641|Occurrence (PGE-Enriched)|Canada|Ontario|13
208818|AGNEW D ZONE|46.39|-81.87|Pd, Pt, Cu, Ni|ONT-643|Occurrence (PGE-Enriched)|Canada|Ontario|13
208819|MUSKINONGE|46.83|-80.47|Pd, Pt|ONT-645|Prospect (PGE-Enriched)|Canada|Ontario|13
208820|EL PEN-REY|46.42|-82.20|Pd, Pt|ONT-646|Occurrence (PGE-Enriched)|Canada|Ontario|13
208821|EAST BULL LAKE NO 2|46.41|-82.18|PGE|ONT-647|Occurrence (PGE-Enriched)|Canada|Ontario|13
208822|EAST BULL LAKE GALLO SHOWING #5|46.43|-82.13|Pd, Pt|ONT-648|Occurrence (PGE-Enriched)|Canada|Ontario|13
208823|PARSONS LAKE DRILLHOLE OCCURRENCE|47.01|-80.59|Pt|ONT-649|Occurrence (PGE-Enriched)|Canada|Ontario|13
208824|OTTO-PT|48.07|-80.14|Pt|ONT-650|Occurrence (PGE-Enriched)|Canada|Ontario|13
208825|IRELAND|48.17|-81.94|Pd, Pt|ONT-651|Prospect (PGE-Enriched)|Canada|Ontario|13
208826|WINDWARD|48.25|-80.60|Pd, Pt, Cr|ONT-652|Occurrence (PGE-Enriched)|Canada|Ontario|13
208827|SHABOTIK COPPER-NICKEL-PGE OCCURRENCE|48.89|-85.38|Pd, Pt|ONT-653|Occurrence (PGE-Enriched)|Canada|Ontario|13
208828|MULCAHY LAKE|49.58|-93.34|Pd|ONT-658|Occurrence (PGE-Enriched)|Canada|Ontario|13
208829|LAURION LAKE|49.24|-88.79|Pt, Pd|ONT-660|Occurrence (PGE-Enriched)|Canada|Ontario|13
208830|REX LAKE - QUEBEC NICKEL CORP.|50.45|-94.68|Pt, Pd|ONT-661|Occurrence (PGE-Enriched)|Canada|Ontario|13
208831|TIB LAKE|49.23|-89.79|Pd, Pt, Cu, Ni|ONT-663A|Occurrence (PGE-Enriched)|Canada|Ontario|13
208832|TIB LAKE|49.24|-89.81|Pd, Pt, Cu, Ni|ONT-663B|Occurrence (PGE-Enriched)|Canada|Ontario|13
208833|DEMARS LAKE|49.03|-89.75|Pd, Pt, Cu, Ni|ONT-664|Occurrence (PGE-Enriched)|Canada|Ontario|13
208834|LEGRIS LAKE|49.12|-89.51|Pd, Pt, Cu, Ni|ONT-665|Occurrence (PGE-Enriched)|Canada|Ontario|13
208835|WOLF MT|49.02|-88.94|Cu, Ni, Pt, Pd|ONT-666|Occurrence (PGE-Enriched)|Canada|Ontario|13
208836|NYM LAKE|48.68|-91.46|Cu, Ni, Pt, Pd|ONT-667|Occurrence (PGE-Enriched)|Canada|Ontario|13
208837|PLATEAU LAKE|48.71|-91.48|Cu, Ni, Pt, Pd, Au|ONT-668|Occurrence (PGE-Enriched)|Canada|Ontario|13
208838|NICKELBY|48.72|-91.35|Cu, Ni, Pt, Pd, Au|ONT-669|Occurrence (PGE-Enriched)|Canada|Ontario|13
208839|TAMAN PYROXENITE|49.07|-89.88|Pd, Pt, Cu, Ni|ONT-671|Occurrence (PGE-Enriched)|Canada|Ontario|13
208840|DOG CENTRAL|49.16|-89.88|Pd, Pt, Cu, Ni|ONT-672|Occurrence (PGE-Enriched)|Canada|Ontario|13
208841|BUCK LAKE - MAIN SHOWING |49.16|-89.98|Pd, Pt, Cu, Ni|ONT-673A|Occurrence (PGE-Enriched)|Canada|Ontario|13
208842|BUCK LAKE - SHORELINE SHOWING|49.15|-90.00|Pd, Pt, Cu, Ni|ONT-673B|Occurrence (PGE-Enriched)|Canada|Ontario|13
208843|TOWLE LAKE -POWDER HILL ZONE|49.01|-89.71|Pd, Pt, Cu, Ni|ONT-674|Occurrence (PGE-Enriched)|Canada|Ontario|13
208844|BLOCK CREEK|49.01|-89.51|Pd, Pt, Cu, Ni|ONT-675|Occurrence (PGE-Enriched)|Canada|Ontario|13
208845|GRASSY MEADOW|49.94|-89.61|Cu, Ni, Pt, Pd|ONT-676|Occurrence (PGE-Enriched)|Canada|Ontario|13
208846|T-LAKE ZONE|49.93|-89.60|Pd, Pt, Cu, Ni|ONT-677|Occurrence (PGE-Enriched)|Canada|Ontario|13
208847|DANA 2 -CENTRE|46.69|-80.27|Pd, Pt, Cu, Ni|ONT-670-6|Prospect (PGE-Enriched)|Canada|Ontario|13
208848|DANA 3 -CENTRE|46.68|-80.27|Pd, Pt, Cu, Ni|ONT-670-7|Prospect (PGE-Enriched)|Canada|Ontario|13
208849|LISMER'S RIDGE|46.69|-80.26|Pd, Pt, Cu, Ni|ONT-670-8|Prospect (PGE-Enriched)|Canada|Ontario|13
208850|VARLEY|46.67|-80.23|Pd, Pt, Cu, Ni|ONT-670-9|Prospect (PGE-Enriched)|Canada|Ontario|13
208851|AZEN CREEK ZONE|46.65|-80.22|Pd, Pt, Cu, Ni|ONT-670-10|Prospect (PGE-Enriched)|Canada|Ontario|13
208852|JACKSON's FLATS|46.66|-80.19|Pd, Pt, Cu, Ni|ONT-670-11|Prospect (PGE-Enriched)|Canada|Ontario|13
208853|THOMSON SHOWING|46.64|-80.23|Pd, Pt, Cu, Ni|ONT-670-12|Prospect (PGE-Enriched)|Canada|Ontario|13
208854|NORTH SULPHIDE ZONE 1|46.63|-80.15|Pd, Pt, Cu, Ni|ONT-670-13|Prospect (PGE-Enriched)|Canada|Ontario|13
208855|NORTH SULPHIDE ZONE 2|46.62|-80.14|Pd, Pt, Cu, Ni|ONT-670-14|Prospect (PGE-Enriched)|Canada|Ontario|13
208856|HEN LAKE GRID -CENTRE|46.67|-80.24|Pd, Pt, Cu, Ni|ONT-670-15|Prospect (PGE-Enriched)|Canada|Ontario|13
208857|LUMBERS MAP CU-NI PIT 4|46.60|-80.23|Cu, Ni|ONT-670-21|Prospect|Canada|Ontario|13
208858|OGS-MAPP.3432, 3433, -1|46.59|-80.26|Cu, Ni, Pd, Pt|ONT-670-22|Occurrence (PGE-Enriched)|Canada|Ontario|13
208859|OGS-MAPP.3432, 3433, -2|46.58|-80.24|Cu, Ni, Pd, Pt|ONT-670-23|Occurrence (PGE-Enriched)|Canada|Ontario|13
208860|OGS-MAPP.3432, 3433, -3|46.58|-80.24|Cu, Ni, Pd, Pt|ONT-670-24|Occurrence (PGE-Enriched)|Canada|Ontario|13
208861|OGS-MAPP.3432, 3433, -4|46.69|-80.27|Cu, Ni, Pd, Pt|ONT-670-25|Occurrence (PGE-Enriched)|Canada|Ontario|13
208862|OGS-MAPP.3432, 3433, -5|46.68|-80.27|Cu, Ni, Pd, Pt|ONT-670-26|Occurrence (PGE-Enriched)|Canada|Ontario|13
208863|OGS-MAPP.3432, 3433, -6|46.64|-80.27|Cu, Ni, Pd, Pt|ONT-670-27|Occurrence (PGE-Enriched)|Canada|Ontario|13
208864|BYE ZONE|46.37|-81.84|Cu, Pd, Pt|ONT-707|Occurrence (PGE-Enriched)|Canada|Ontario|13
208865|O'BRIAN ZONE|46.39|-81.80|Pd, Pt, Cu, Ni|ONT-708|Occurrence (PGE-Enriched)|Canada|Ontario|13
208866|ENTWINE LAKE-CAMPBELL ZONE|49.19|-92.62|Pd, Pt, Cu, Ni, Au, Ag|ONT-709|Prospect (PGE-Enriched)|Canada|Ontario|13
208867|ENTWINE LAKE-MOOSEHORNE SHOWING|49.15|-92.66|Pd, Pt, Cu, Ni, Au, Ag|ONT-710|Prospect (PGE-Enriched)|Canada|Ontario|13
208868|KAMISKOTIA|48.59|-81.59|Ni, Cu|ONT-711|Past Producer|Canada|Ontario|13
208869|BLAKE|48.17|-89.49|Cu, Ni, Pd, Pt|ONT-712|Occurrence (PGE-Enriched)|Canada|Ontario|13
208870|EDWARD IS.|48.35|-88.64|Cu, Ni, Pd, Pt|ONT-713|Occurrence (PGE-Enriched)|Canada|Ontario|13
208871|BASSWOOD LAKE|46.31|-83.27|Cu, Ni, Pd, Pt|ONT-714|Occurrence (PGE-Enriched)|Canada|Ontario|13
208872|VIEL|46.64|-82.56|Cu, Ni, Pd, Pt|ONT-715|Occurrence (PGE-Enriched)|Canada|Ontario|13
208873|BIG TROUT LAKE|53.55|-89.86|Pd, Pt, Cu, Ni, Cr|ONT-716|Prospect (PGE-Enriched)|Canada|Ontario|13
208874|AGNEW C ZONE|46.38|-81.91|Pd, Pt, Cu, Ni|ONT-717A|Prospect (PGE-Enriched)|Canada|Ontario|13
208875|AGNEW B ZONE|46.38|-81.94|Pd, Pt, Cu, Ni|ONT-717B|Prospect (PGE-Enriched)|Canada|Ontario|13
208876|AGNEW B2 ZONE|46.37|-81.95|Pd, Pt, Cu, Ni|ONT-717C|Prospect (PGE-Enriched)|Canada|Ontario|13
208877|AGNEW A ZONE|46.35|-81.97|Pd, Pt, Cu, Ni|ONT-717D|Prospect (PGE-Enriched)|Canada|Ontario|13
208878|EAST BULL BULLFROG ZONE|46.42|-82.25|Pd, Pt, Cu, Ni|ONT-718|Prospect (PGE-Enriched)|Canada|Ontario|13
208879|LANSDOWNE|52.50|-87.53|Cu, Ni, Pd, Pt|ONT-719|Prospect (PGE-Enriched)|Canada|Ontario|13
208880|MCDONOUGH|51.16|-93.86|Cu, Ni, Pd, Pt|ONT-720|Prospect (PGE-Enriched)|Canada|Ontario|13
208881|TYKO LAKE|48.94|-85.49|Ni, Cu, Pd, Pt|ONT-721|Prospect (PGE-Enriched)|Canada|Ontario|13
208882|GEORDIE LAKE|48.83|-86.49|Pd, Pt, Cu, Ni|ONT-722|Prospect (PGE-Enriched)|Canada|Ontario|13
208883|FOUR DAM LAKE|48.83|-86.34|Pd, Pt, Cu, Ni|ONT-723|Prospect (PGE-Enriched)|Canada|Ontario|13
208884|SKIPPER LAKE|48.84|-86.39|Pd, Pt, Cu, Ni|ONT-724|Prospect (PGE-Enriched)|Canada|Ontario|13
208885|183 OCCURRENCE|48.84|-86.40|Pd, Pt, Cu, Ni|ONT-725|Prospect (PGE-Enriched)|Canada|Ontario|13
208886|BAMOOS WEST ZONE|48.82|-86.32|Pd, Pt, Cu, Ni|ONT-726|Prospect (PGE-Enriched)|Canada|Ontario|13
208887|BAMOOS EAST ZONE|48.82|-86.32|Pd, Pt, Cu, Ni|ONT-727|Prospect (PGE-Enriched)|Canada|Ontario|13
208888|BRECCIA ZONE|48.85|-86.42|Pd, Pt, Cu, Ni|ONT-728|Prospect (PGE-Enriched)|Canada|Ontario|13
