Site_ID|Name|WGS84_Lat|WGS84_Lon|Commod_gp|Src_Rec_No|Record_tp|Country|State|Ref_no
12089710||-22.01|-44.33|Ni|7351|Dep=sito|Brazil||26
12089799||-19.89|-41.73|Ni|7441|Dep=sito|Brazil||26
12089800||-19.59|-41.74|Ni|7442|Dep=sito|Brazil||26
12091815||-19.79|-41.58|Ni|9602|OcorrOncia|Brazil||26
12091816||-19.71|-41.74|Ni|9603|OcorrOncia|Brazil||26
12091817||-19.69|-41.76|Ni|9604|OcorrOncia|Brazil||26
12092320||-14.11|-48.36|Ni|10192|Dep=sito|Brazil||26
12092321||-15.53|-51.66|Ni|10194|Dep=sito|Brazil||26
12092385||-17.32|-49.39|Cr|10355|Dep=sito|Brazil||26
12092393||-15.61|-51.16|Ni|10368|Dep=sito|Brazil||26
12092394||-15.71|-51.13|Ni|10369|Dep=sito|Brazil||26
12092447||-15.70|-50.02|Ni|10422|OcorrOncia|Brazil||26
12092449||-15.73|-49.95|Ni|10424|OcorrOncia|Brazil||26
12092560||-14.61|-49.58|Cr|10537|OcorrOncia|Brazil||26
12092587||-14.57|-49.57|Cr|10565|OcorrOncia|Brazil||26
12092588||-14.66|-49.53|Cr|10566|OcorrOncia|Brazil||26
12092722||-14.74|-49.47|Ni|10703|OcorrOncia|Brazil||26
12092752||-14.99|-48.94|Ni|10734|Dep=sito|Brazil||26
12092803||-14.07|-48.43|Ni|10785|OcorrOncia|Brazil||26
12092804||-14.44|-48.43|Ni|10786|Dep=sito|Brazil||26
12092805||-14.45|-48.42|Cr|10787|Dep=sito|Brazil||26
12092806||-14.41|-48.42|Ni|10788|Dep=sito|Brazil||26
12092807||-14.39|-48.42|Ni|10789|Dep=sito|Brazil||26
12092810||-14.07|-48.41|Ni|10792|OcorrOncia|Brazil||26
12092812||-14.41|-48.40|Ni|10794|Dep=sito|Brazil||26
12092813||-14.39|-48.40|Ni|10795|Dep=sito|Brazil||26
12092814||-14.34|-48.40|Ni|10797|Dep=sito|Brazil||26
12092815||-14.32|-48.40|Ni|10798|Dep=sito|Brazil||26
12092816||-14.33|-48.39|Cr|10799|OcorrOncia|Brazil||26
12092817||-14.37|-48.40|Pt|10800|OcorrOncia|Brazil||26
12092818||-14.28|-48.39|Ni|10801|Dep=sito|Brazil||26
12092819||-14.28|-48.37|Ni|10802|Dep=sito|Brazil||26
12092822||-14.18|-48.37|Ni|10805|Dep=sito|Brazil||26
12092823||-14.14|-48.36|Ni|10806|Dep=sito|Brazil||26
12092826||-14.20|-48.33|Ni|10809|OcorrOncia|Brazil||26
12092922||-15.60|-49.17|Cr|10907|Dep=sito|Brazil||26
12092930||-15.12|-49.05|Ni|10915|OcorrOncia|Brazil||26
12092933||-15.12|-49.02|Ni|10918|OcorrOncia|Brazil||26
12092934||-15.59|-49.02|Cr|10919|OcorrOncia|Brazil||26
12092937||-15.10|-49.01|Ni|10922|Dep=sito|Brazil||26
12092940||-15.10|-48.99|Ni|10925|OcorrOncia|Brazil||26
12092942||-15.08|-48.95|Ni|10927|OcorrOncia|Brazil||26
12092944||-15.05|-48.94|Ni|10929|OcorrOncia|Brazil||26
12093011||-15.98|-48.93|Cr|11002|Dep=sito|Brazil||26
12093327||-17.26|-49.66|Cr|11375|OcorrOncia|Brazil||26
12093344||-16.06|-51.80|Ni|11401|OcorrOncia|Brazil||26
12093398||-16.29|-50.29|Ni|11482|Dep=sito|Brazil||26
12093400||-16.48|-50.26|Ni|11484|OcorrOncia|Brazil||26
12093401||-16.45|-50.26|Ni|11485|OcorrOncia|Brazil||26
12093422||-16.26|-49.80|Ni|11506|OcorrOncia|Brazil||26
12093425||-16.34|-49.57|Ni|11510|OcorrOncia|Brazil||26
12093426||-16.09|-49.57|Ni|11511|OcorrOncia|Brazil||26
12093427||-16.07|-49.55|Ni|11512|OcorrOncia|Brazil||26
12093492||-16.66|-49.43|Cr|11577|OcorrOncia|Brazil||26
12093513||-16.63|-49.07|Cr|11598|OcorrOncia|Brazil||26
12093514||-16.18|-49.00|Cr|11599|OcorrOncia|Brazil||26
12093520||-16.06|-48.94|Cr|11605|OcorrOncia|Brazil||26
12093521||-16.12|-48.83|Cr|11606|OcorrOncia|Brazil||26
12093522||-16.08|-48.82|Cr|11607|OcorrOncia|Brazil||26
12093534||-16.90|-49.22|Cr|11619|Dep=sito|Brazil||26
12093535||-16.90|-49.22|Cr|11620|OcorrOncia|Brazil||26
12093544||-16.83|-49.00|Cr|11629|OcorrOncia|Brazil||26
12093549||-16.90|-49.23|Cr|11634|Dep=sito|Brazil||26
12093656||-17.30|-49.46|Cr|11745|OcorrOncia|Brazil||26
12093659||-17.32|-49.40|Cr|11748|Dep=sito|Brazil||26
12093662||-17.32|-49.37|Cr|11751|Dep=sito|Brazil||26
12093674||-17.55|-49.15|Cr|11763|OcorrOncia|Brazil||26
12093679||-17.90|-48.90|Cr|11768|OcorrOncia|Brazil||26
12093697||-17.80|-48.58|Cr|11786|OcorrOncia|Brazil||26
12094057||-20.56|-45.90|Cr|12204|Dep=sito|Brazil||26
12094058||-20.34|-45.91|Cr|12205|Dep=sito|Brazil||26
12094136||-21.10|-44.75|Cr|12299|Dep=sito|Brazil||26
12094157||-19.71|-43.28|Cr|12320|Dep=sito|Brazil||26
12094297||-20.56|-45.90|Cr|12461|Dep=sito|Brazil||26
12094298||-20.46|-45.91|Cr|12462|Dep=sito|Brazil||26
12094317||-18.67|-43.35|Cr|12481|Dep=sito|Brazil||26
12094333||-18.73|-43.36|Cr|12497|Dep=sito|Brazil||26
12094334||-18.59|-43.37|Cr|12498|Dep=sito|Brazil||26
12094338||-18.34|-42.95|Cr|12502|OcorrOncia|Brazil||26
12094357||-19.18|-43.44|Pt|12521|OcorrOncia|Brazil||26
12094358||-19.25|-43.42|Pt|12522|OcorrOncia|Brazil||26
12094370||-19.14|-43.41|Pt|12534|OcorrOncia|Brazil||26
12094438||-15.73|-42.87|Cr|12604|OcorrOncia|Brazil||26
12094439||-15.82|-42.83|Cr|12605|OcorrOncia|Brazil||26
12094503||-20.50|-45.92|Cr|12669|OcorrOncia|Brazil||26
12094504||-20.82|-46.77|Ni|12670|Dep=sito|Brazil||26
12095773||-18.70|-43.38|Cr|14318|Dep=sito|Brazil||26
12096068||-20.49|-45.93|Cr|14689|OcorrOncia|Brazil||26
12096927||-20.49|-45.92|Cr|15736|Dep=sito|Brazil||26
12096952||-18.46|-43.32|Pt|15776|OcorrOncia|Brazil||26
12096964||-18.92|-43.36|Cr|15789|OcorrOncia|Brazil||26
12096965||-18.98|-43.27|Cr|15790|OcorrOncia|Brazil||26
12096966||-18.99|-43.26|Cr|15791|OcorrOncia|Brazil||26
12096967||-18.76|-43.38|Ni|15792|OcorrOncia|Brazil||26
12096984||-18.76|-43.36|Cr|15816|Dep=sito|Brazil||26
12096985||-18.75|-43.36|Cr|15817|Dep=sito|Brazil||26
12096986||-18.58|-43.37|Cr|15819|Dep=sito|Brazil||26
12097087||-18.97|-43.25|Cr|15961|Dep=sito|Brazil||26
12097108||-18.64|-43.39|Pt|15983|Dep=sito|Brazil||26
12097111||-18.77|-43.34|Cr|15988|Dep=sito|Brazil||26
12097112||-18.58|-43.36|Cr|15989|Dep=sito|Brazil||26
12097113||-18.59|-43.37|Cr|15990|Dep=sito|Brazil||26
12097114||-18.68|-43.37|Cr|15991|Dep=sito|Brazil||26
12097115||-18.74|-43.36|Cr|15992|Dep=sito|Brazil||26
12097116||-18.76|-43.37|Cr|15993|Dep=sito|Brazil||26
12097123||-18.69|-43.37|Cr|16008|Dep=sito|Brazil||26
12097127||-18.73|-43.37|Cr|16013|OcorrOncia|Brazil||26
12097128||-18.74|-43.35|Cr|16014|Dep=sito|Brazil||26
12097129||-18.76|-43.37|Cr|16015|Dep=sito|Brazil||26
12097141||-18.93|-43.35|Cr|16028|OcorrOncia|Brazil||26
12097142||-18.98|-43.27|Cr|16031|OcorrOncia|Brazil||26
12097144||-18.47|-42.92|Cr|16044|OcorrOncia|Brazil||26
12097322||-19.10|-43.30|Pt|16347|OcorrOncia|Brazil||26
12097323||-19.24|-43.42|Pt|16348|OcorrOncia|Brazil||26
12097328||-19.01|-43.28|Cr|16353|Dep=sito|Brazil||26
12097345||-19.71|-43.28|Cr|16379|Dep=sito|Brazil||26
12097346||-19.71|-43.28|Cr|16381|Dep=sito|Brazil||26
12097418||-19.83|-43.08|Ni|16458|OcorrOncia|Brazil||26
12097678||-15.73|-42.87|Cr|16847|OcorrOncia|Brazil||26
12097679||-15.73|-42.87|Cr|16848|OcorrOncia|Brazil||26
12097680||-15.73|-42.86|Cr|16849|OcorrOncia|Brazil||26
12097681||-15.76|-42.85|Cr|16851|OcorrOncia|Brazil||26
12097682||-15.77|-42.84|Cr|16852|OcorrOncia|Brazil||26
12098928||-11.03|-40.40|Cr|18250|Dep=sito|Brazil||26
12098929||-9.21|-39.65|Cr|18251|OcorrOncia|Brazil||26
12098930||-9.92|-39.61|Cr|18252|Dep=sito|Brazil||26
12098931||-9.95|-39.73|Cr|18253|Dep=sito|Brazil||26
12098932||-9.14|-39.70|Cr|18254|OcorrOncia|Brazil||26
12098933||-9.95|-39.59|Cr|18255|OcorrOncia|Brazil||26
12098934||-10.18|-39.75|Cr|18258|Dep=sito|Brazil||26
12098935||-10.15|-39.73|Cr|18259|Dep=sito|Brazil||26
12098936||-10.03|-39.59|Cr|18260|OcorrOncia|Brazil||26
12098937||-10.65|-39.56|Cr|18261|OcorrOncia|Brazil||26
12098938||-10.27|-39.75|Cr|18262|OcorrOncia|Brazil||26
12098939||-10.23|-39.75|Cr|18263|OcorrOncia|Brazil||26
12098940||-10.06|-39.58|Cr|18264|OcorrOncia|Brazil||26
12098941||-10.03|-39.58|Cr|18265|OcorrOncia|Brazil||26
12098942||-10.14|-39.72|Cr|18266|Dep=sito|Brazil||26
12098943||-10.15|-39.75|Cr|18267|Dep=sito|Brazil||26
12098944||-10.21|-39.71|Cr|18268|Dep=sito|Brazil||26
12098945||-10.31|-39.75|Cr|18269|Dep=sito|Brazil||26
12098946||-10.89|-40.38|Cr|18270|OcorrOncia|Brazil||26
12098947||-10.53|-40.36|Cr|18271|OcorrOncia|Brazil||26
12098948||-10.97|-40.38|Cr|18273|Dep=sito|Brazil||26
12098949||-10.54|-40.40|Cr|18274|OcorrOncia|Brazil||26
12098950||-10.54|-40.42|Cr|18275|Dep=sito|Brazil||26
12098951||-10.54|-40.41|Cr|18276|Dep=sito|Brazil||26
12098952||-10.57|-40.45|Cr|18277|Dep=sito|Brazil||26
12098953||-10.54|-40.39|Cr|18278|Dep=sito|Brazil||26
12098954||-10.54|-40.39|Cr|18279|Dep=sito|Brazil||26
12098955||-10.54|-40.42|Cr|18280|Dep=sito|Brazil||26
12098956||-10.28|-40.24|Cr|18281|OcorrOncia|Brazil||26
12098957||-10.27|-40.26|Cr|18282|OcorrOncia|Brazil||26
12098958||-10.36|-40.25|Cr|18283|OcorrOncia|Brazil||26
12098959||-10.42|-40.24|Cr|18284|Dep=sito|Brazil||26
12098960||-10.19|-40.34|Cr|18285|OcorrOncia|Brazil||26
12098961||-10.50|-40.31|Cr|18286|OcorrOncia|Brazil||26
12098962||-10.52|-40.34|Cr|18287|OcorrOncia|Brazil||26
12098963||-10.53|-40.35|Cr|18288|OcorrOncia|Brazil||26
12098964||-10.34|-40.08|Cr|18289|OcorrOncia|Brazil||26
12098965||-10.96|-40.40|Cr|18290|OcorrOncia|Brazil||26
12098966||-10.99|-39.19|Cr|18291|OcorrOncia|Brazil||26
12098967||-10.53|-39.75|Cr|18292|OcorrOncia|Brazil||26
12098968||-10.56|-39.77|Cr|18293|OcorrOncia|Brazil||26
12098969||-10.10|-39.72|Cr|18294|OcorrOncia|Brazil||26
12098970||-10.34|-39.76|Cr|18295|Dep=sito|Brazil||26
12098971||-10.09|-39.74|Cr|18296|Dep=sito|Brazil||26
12098972||-10.05|-39.68|Cr|18297|OcorrOncia|Brazil||26
12098973||-11.77|-40.54|Cr|18298|OcorrOncia|Brazil||26
12098974||-10.34|-39.77|Cr|18299|Dep=sito|Brazil||26
12098975||-10.51|-40.31|Cr|18300|Dep=sito|Brazil||26
12098976||-14.63|-41.82|Cr|18301|OcorrOncia|Brazil||26
12100305||-14.28|-42.14|Ni|19663|OcorrOncia|Brazil||26
12100306||-12.18|-42.67|Ni|19664|OcorrOncia|Brazil||26
12100307||-12.13|-43.35|Ni|19665|OcorrOncia|Brazil||26
12100308||-10.97|-39.99|Ni|19666|Dep=sito|Brazil||26
12100309||-14.27|-41.43|Ni|19667|OcorrOncia|Brazil||26
12101523||-10.55|-40.40|Cr|20920|Dep=sito|Brazil||26
12101525||-10.30|-39.76|Cr|20922|Dep=sito|Brazil||26
12101533||-14.19|-39.71|Ni|20931|OcorrOncia|Brazil||26
12101537||-11.25|-39.34|Cr|20935|Dep=sito|Brazil||26
12101545||-11.01|-40.39|Cr|20943|Dep=sito|Brazil||26
12101556||-10.91|-40.07|Ni|20954|Dep=sito|Brazil||26
12101568||-11.76|-40.56|Cr|20966|Dep=sito|Brazil||26
12101570||-12.05|-40.49|Cr|20968|OcorrOncia|Brazil||26
12101594||-10.91|-39.56|Cr|20992|Dep=sito|Brazil||26
12101631||-10.54|-39.67|Cr|21030|Dep=sito|Brazil||26
12101660||-14.30|-41.44|Cr|21060|OcorrOncia|Brazil||26
12101663||-14.46|-40.29|Ni|21063|OcorrOncia|Brazil||26
12101665||-14.63|-41.81|Cr|21065|OcorrOncia|Brazil||26
12101775||-9.72|-37.68|Ni|21189|Dep=sito|Brazil||26
12101861||-9.72|-37.75|Ni|21275|OcorrOncia|Brazil||26
12101887||-9.86|-38.16|Cr|21309|OcorrOncia|Brazil||26
12101889||-9.86|-38.17|Cr|21312|OcorrOncia|Brazil||26
12101921||-7.90|-39.83|Cr|21345|OcorrOncia|Brazil||26
12101922||-7.88|-39.79|Cr|21346|OcorrOncia|Brazil||26
12101923||-7.82|-39.71|Cr|21347|OcorrOncia|Brazil||26
12101983||-8.49|-41.97|Ni|21408|OcorrOncia|Brazil||26
12101987||-8.48|-41.98|Ni|21412|OcorrOncia|Brazil||26
12101989||-8.46|-41.95|Ni|21414|Dep=sito|Brazil||26
12102318||-7.21|-37.53|Ni|21759|OcorrOncia|Brazil||26
12105335||-5.50|-39.90|Cr|25200|Dep=sito|Brazil||26
12105539||-13.75|-60.34|Ni|25455|Dep=sito|Brazil||26
12105540||-13.99|-60.17|Ni|25456|Dep=sito|Brazil||26
12105552||-12.17|-63.70|Cr|25468|OcorrOncia|Brazil||26
12105553||-12.16|-62.85|Cr|25469|Indfcio|Brazil||26
12105573||-11.96|-61.84|Ni|25513|Indfcio|Brazil||26
12105577||-11.59|-62.38|Cr|25517|Indfcio|Brazil||26
12105578||-11.59|-62.36|Pt|25518|Indfcio|Brazil||26
12105579||-11.61|-62.37|Pt|25520|Indfcio|Brazil||26
12105581||-11.97|-61.76|Ni|25524|Indfcio|Brazil||26
12105582||-11.87|-61.72|Pt|25526|Indfcio|Brazil||26
12105584||-11.90|-62.28|Ni|25528|Indfcio|Brazil||26
12105586||-11.91|-62.28|Ni|25530|Indfcio|Brazil||26
12105638||-11.88|-62.89|Cr|25587|Indfcio|Brazil||26
12105640||-11.57|-62.36|Cr|25589|Indfcio|Brazil||26
12105641||-11.05|-61.86|Cr|25590|Indfcio|Brazil||26
12105642||-11.94|-61.81|Cr|25591|Indfcio|Brazil||26
12105643||-11.89|-62.27|Cr|25592|Indfcio|Brazil||26
12105851||-15.81|-59.08|Ni|25832|OcorrOncia|Brazil||26
12105897||-12.15|-63.68|Cr|25883|Indfcio|Brazil||26
12105907||-12.14|-62.89|Cr|25893|Indfcio|Brazil||26
12105908||-12.18|-62.78|Cr|25894|Indfcio|Brazil||26
12106033||-11.67|-62.18|Ni|26028|Indfcio|Brazil||26
12106035||-11.77|-62.10|Ni|26030|Indfcio|Brazil||26
12106038||-11.23|-60.78|Ni|26033|Indfcio|Brazil||26
12106040||-11.14|-60.75|Cu, Ni|26035|Indfcio|Brazil||26
12106043||-11.58|-62.35|Ni|26038|Indfcio|Brazil||26
12106045||-11.62|-62.32|Ni|26040|Indfcio|Brazil||26
12106048||-11.92|-61.84|Ni|26043|Indfcio|Brazil||26
12106050||-11.97|-61.81|Cu, Ni|26045|Indfcio|Brazil||26
12106053||-11.96|-62.22|Ni|26048|Indfcio|Brazil||26
12106055||-11.87|-62.23|Ni|26050|Indfcio|Brazil||26
12106058||-11.88|-62.36|Ni|26053|Indfcio|Brazil||26
12106062||-11.93|-62.30|Ni|26058|Indfcio|Brazil||26
12106064||-11.94|-62.26|Ni|26060|Indfcio|Brazil||26
12106067||-11.92|-62.23|Ni|26063|Indfcio|Brazil||26
12106069||-11.87|-62.27|Ni|26065|Indfcio|Brazil||26
12106072||-11.89|-62.22|Ni|26068|Indfcio|Brazil||26
12106074||-11.92|-62.18|Ni|26070|Indfcio|Brazil||26
12106077||-11.94|-62.16|Ni|26073|Indfcio|Brazil||26
12106079||-11.99|-62.11|Ni|26075|Indfcio|Brazil||26
12106082||-11.99|-62.04|Ni|26078|Indfcio|Brazil||26
12106084||-11.98|-62.09|Ni|26080|Indfcio|Brazil||26
12106087||-11.96|-61.99|Ni|26083|Indfcio|Brazil||26
12106089||-11.98|-61.95|Ni|26085|Indfcio|Brazil||26
12106090||-11.85|-62.88|Cr|26086|Indfcio|Brazil||26
12106093||-11.75|-62.86|Cr|26089|Indfcio|Brazil||26
12106095||-11.57|-62.35|Cr|26091|Indfcio|Brazil||26
12106098||-11.89|-62.20|Cr|26094|Indfcio|Brazil||26
12106099||-11.87|-62.91|Cr|26095|Indfcio|Brazil||26
12106100||-11.92|-62.89|Cr|26096|Indfcio|Brazil||26
12106101||-11.98|-61.87|Cr|26097|Indfcio|Brazil||26
12106102||-11.96|-61.85|Cr|26098|Indfcio|Brazil||26
12106103||-11.92|-61.83|Cr|26099|Indfcio|Brazil||26
12106104||-11.95|-61.79|Cr|26100|Indfcio|Brazil||26
12106105||-11.98|-61.74|Cr|26101|Indfcio|Brazil||26
12106106||-11.99|-62.00|Cr|26102|Indfcio|Brazil||26
12106109||-12.00|-62.09|Pt|26105|Indfcio|Brazil||26
12106142||-5.76|-50.18|Ni|26147|OcorrOncia|Brazil||26
12106151||-5.97|-49.67|Cr|26160|Dep=sito|Brazil||26
12106215||-6.46|-49.88|Ni|26225|Dep=sito|Brazil||26
12106217||-6.41|-51.02|Ni|26228|Dep=sito|Brazil||26
12106234||-7.51|-50.14|Cr|26245|Dep=sito|Brazil||26
12106264||-6.22|-51.90|Ni|26281|Dep=sito|Brazil||26
12106265||-6.56|-51.22|Ni|26282|Dep=sito|Brazil||26
12106522||-7.75|-50.13|Cr|26584|Indfcio|Brazil||26
12106523||-5.46|-50.13|Cr|26585|Indfcio|Brazil||26
12106536||-6.27|-51.93|Ni|26600|Indfcio|Brazil||26
12106537||-6.80|-51.95|Ni|26601|Indfcio|Brazil||26
12106549||-6.56|-51.17|Pt|26613|Indfcio|Brazil||26
12106599||-3.32|-51.32|Cr|26664|Indfcio|Brazil||26
12106619||-8.65|-50.58|Ni|26685|Indfcio|Brazil||26
12106620||-8.65|-50.38|Ni|26686|Indfcio|Brazil||26
12106621||-8.68|-50.53|Ni|26687|Indfcio|Brazil||26
12106622||-8.76|-50.81|Ni|26688|Indfcio|Brazil||26
12106646||0.33|-51.74|Cr|26718|Dep=sito|Brazil||26
12106647||0.11|-51.72|Cr|26720|Dep=sito|Brazil||26
12107489||-5.51|-40.71|Ni|33372|OcorrOncia|Brazil||26
12107490||-5.62|-40.73|Ni|33373|OcorrOncia|Brazil||26
12107541||-5.40|-39.88|Cr|33428|OcorrOncia|Brazil||26
12107542||-5.49|-39.89|Cr|33429|OcorrOncia|Brazil||26
12107543||-5.51|-39.90|Cr|33430|OcorrOncia|Brazil||26
12107544||-5.53|-39.88|Cr|33431|OcorrOncia|Brazil||26
12107545||-5.50|-39.87|Cr|33432|OcorrOncia|Brazil||26
12107546||-5.53|-39.93|Cr|33433|OcorrOncia|Brazil||26
12107547||-5.97|-39.93|Cr|33434|OcorrOncia|Brazil||26
12111513||-8.55|-50.17|Ni|39590|Indfcio|Brazil||26
12111517||0.33|-51.70|Cr|39594|Dep=sito|Brazil||26
12111523||-16.04|-51.36|Ni|39600|Dep=sito|Brazil||26
12111526||-16.29|-51.12|Ni|39606|Dep=sito|Brazil||26
12111640||-16.45|-51.04|Ni|39734|Dep=sito|Brazil||26
12111643||-16.06|-51.41|Ni|39738|Dep=sito|Brazil||26
12111672||-14.46|-50.09|Ni|39772|Dep=sito|Brazil||26
12111674||-14.37|-48.39|Ni|39774|Dep=sito|Brazil||26
12111675||-15.03|-48.95|Ni|39775|Dep=sito|Brazil||26
12112174||-21.05|-46.35|Cr|40314|OcorrOncia|Brazil||26
12112177||-21.05|-46.33|Cr|40317|OcorrOncia|Brazil||26
12112216||-20.86|-46.65|Ni|40362|OcorrOncia|Brazil||26
12112223||-10.90|-39.56|Cr|40369|Dep=sito|Brazil||26
12112250||-10.55|-40.43|Cr|40397|Dep=sito|Brazil||26
12112251||-10.57|-40.44|Cr|40398|Dep=sito|Brazil||26
12112252||-10.54|-40.38|Cr|40399|OcorrOncia|Brazil||26
12112253||-9.97|-39.75|Cr|40400|Dep=sito|Brazil||26
12112294||-10.54|-40.42|Cr|40441|Dep=sito|Brazil||26
12113078||1.52|-68.14|Cr|45810|OcorrOncia|Brazil||26
12113080||1.63|-68.11|Cr|45812|OcorrOncia|Brazil||26
12113865||-0.06|-65.45|Cr|46630|OcorrOncia|Brazil||26
12113866||-0.11|-65.32|Cr|46631|OcorrOncia|Brazil||26
12113867||-0.12|-65.35|Cr|46632|OcorrOncia|Brazil||26
12113868||-0.16|-65.37|Cr|46633|OcorrOncia|Brazil||26
12113869||0.54|-64.75|Cr|46634|Indfcio|Brazil||26
12113870||0.75|-64.23|Cr|46635|Indfcio|Brazil||26
12113871||0.91|-63.22|Cr|46636|Indfcio|Brazil||26
12113923||0.66|-64.87|Ni|46688|Indfcio|Brazil||26
12113924||0.64|-64.78|Ni|46689|Indfcio|Brazil||26
12113925||0.66|-64.67|Ni|46690|Indfcio|Brazil||26
12114822||-9.69|-49.26|Cr|47951|Dep=sito|Brazil||26
12116569||26.88|-112.04|Ag, Cr, Pb, Zn|404||Mexico|Baja California Sur|66
12116570||19.94|-97.89|Ag, Cr|4613||Mexico|Puebla|66
12116940||29.90|-111.53|Ag, Zn, Cu, W, Pb, Mo, Bi, Ni|5947||Mexico|Sonora|66
12117962||16.48|-94.35|Au, Ag, Co, Ni|4509||Mexico|Oaxaca|66
12117988||25.96|-107.33|Au, Ag, Ni, Cr, Co, diamonds?|5197||Mexico|Sinaloa|66
12118034||32.02|-116.64|Au, Ag, Pt|283||Mexico|Baja California Norte|66
12118158||16.40|-94.42|Au, Cu, Co, Ni|4438||Mexico|Oaxaca|66
12118159||16.32|-94.25|Au, Cu, Co, Ni|4442||Mexico|Oaxaca|66
12118250||30.65|-110.55|Au, Ag, Pb, Zn, Pd|5837||Mexico|Sonora|66
12118629||28.11|-115.23|Cr|50||Mexico|Baja California Norte|66
12118630||27.55|-114.70|Cr|382||Mexico|Baja California Sur|66
12118631||||Cr|402||Mexico|Baja California Sur|66
12118632||25.53|-103.23|Cr|2068||Mexico|Coahuila|66
12118633||||Cr|4299||Mexico|Oaxaca|66
12118634||||Cr|1628||Mexico|Coahuila|66
12118635||26.83|-112.00|Cr, Mn|352||Mexico|Baja California Sur|66
12118636||16.46|-96.96|Cr, Mn?, Ni, Cu|4508||Mexico|Oaxaca|66
12118637||||Cr|4560||Mexico|Puebla|66
12118981||18.28|-98.54|Cu, Cr, Ni, Ba|4553||Mexico|Puebla|66
12120011||20.87|-99.62|Hg, Ba, Sr, Ni|4720||Mexico|Queretaro|66
12120115||31.62|-113.12|Li, Ru, U|6185||Mexico|Sonora|66
12120407||||Ni|5518||Mexico|Sonora|66
12120408||||Ni|5694||Mexico|Sonora|66
12120409||||Ni|4853||Mexico|San Luis Potosi|66
12120410||||Ni|4817||Mexico|San Luis Potosi|66
12120411||||Ni|4368||Mexico|Oaxaca|66
12120412||||Ni|4309||Mexico|Oaxaca|66
12120413||25.86|-107.61|Ni, Co, Cu|5238||Mexico|Sinaloa|66
12120414||25.00|-107.25|Ni, Co, Cr?|5198||Mexico|Sinaloa|66
12120415||25.68|-107.11|Ni, Co, Pt, Cu, Au|5181||Mexico|Sinaloa|66
12120416||16.52|-97.13|Ni, Cr|4297||Mexico|Oaxaca|66
12120417||19.13|-100.62|Ni|3491||Mexico|Mexico|66
12120418||||Ni|3224||Mexico|Jalisco|66
12120419||||Ni|3575||Mexico|Michoacan|66
12120420||||Ni|3560||Mexico|Michoacan|66
12121321||20.50|-99.00|Pt|3107||Mexico|Hidalgo|66
12121322||25.85|-107.91|Pt, Pd, Au, Ag|5203||Mexico|Sinaloa|66
12147833|Khalighati|13.11|92.96|Cr|24a_23|Occurrence|India|Andaman Islands|67
12147834|Beadonbad and Chidiyatapu|11.53|92.71|Cr|24a_35|Occurrence|India|Andaman Islands|67
12147835|Port Man Bay|11.36|92.66|Cr|24a_36|III|India|Andaman Islands|67
12147836|Linguanapeta|17.25|80.41|Cr|18_37|III|India|Andhra Pradesh|67
12147837|Shriramgiri|17.33|80.40|Cr|18_38|III|India|Andhra Pradesh|67
12147838|Kondapalle|16.61|80.53|Cr|18_40|III|India|Andhra Pradesh|67
12147839|Rajrakocha-Janoo|22.67|85.50|Cr|15_1|III|India|Bihar|67
12147840|Roro-Jojuhatu|22.51|85.63|Cr, Ni|15_2|III|India|Bihar|67
12147841|Kusmita-Bichaburu|22.11|85.75|Cr, Ni, Co|15_2a|III|India|Bihar|67
12147842|Aladahalli|13.12|76.36|Cr|20_3|Occurrence|India|Karnataka|67
12147843|Bhaktarhalli|13.08|76.42|Cr|20_4|Occurrence|India|Karnataka|67
12147844|Byrapura|13.11|76.41|Cr|20_5|III|India|Karnataka|67
12147845|Chikkonahalli|13.07|76.44|Cr|20_6|Occurrence|India|Karnataka|67
12147846|Gobalihalli|13.14|76.40|Cr|20_7|Occurrence|India|Karnataka|67
12147847|Jambur|12.99|76.45|Cr|20_8|Occurrence|India|Karnataka|67
12147848|Lakkaranshalli|13.04|76.44|Cr|20_9|Occurrence|India|Karnataka|67
12147849|Tagadur-Rungnahalli|13.04|75.42|Cr|20_10|Occurrence|India|Karnataka|67
12147850|Pauni|20.78|79.65|Cr|14_11|Occurrence|India|Maharashtra|67
12147851|Kankavli|16.27|73.75|Cr, Tc|17_12|III|India|Maharashtra|67
12147852|Tengnoupal|24.38|94.15|Cr|11_32|Occurrence|India|Manipur|67
12147853|Pokhupur|25.85|94.95|Cr, Ni|11_39|Occurrence|India|Nagaland|67
12147854|Bhimtanagar|21.03|85.75|Cr|15_13|I|India|Orissa|67
12147855|Gurjang|21.06|85.78|Cr|15_14|III|India|Orissa|67
12147856|Kalanangi|21.01|85.75|Cr|15_15|III|India|Orissa|67
12147857|Talangi|21.05|85.78|Cr|15_16|III|India|Orissa|67
12147858|Kaliapani South|21.05|85.78|Cr|15_17|I|India|Orissa|67
12147859|Kumardih|21.05|85.83|Cr|15_18|II|India|Orissa|67
12147860|Sarubil|21.06|85.80|Cr|15_19|I|India|Orissa|67
12147861|Sukrangi|21.03|85.80|Cr|15_20|I|India|Orissa|67
12147862|Dangakta|21.01|85.69|Cr|15_22|Occurrence|India|Orissa|67
12147863|Ontinaga-Umadira|21.08|85.70|Cr|15_23|Occurrence|India|Orissa|67
12147864|Kathpal|21.03|85.71|Cr|15_24|I|India|Orissa|67
