stationname,latdeg,latmin,londeg,lonmin,elevation,observedgravity,freeairanomaly,simplebougaranomaly,innerterraincorrection,totalterraincorrection,correctionextent,completebougaranomaly,isostaticresidualanomaly
SCR697,36,44.40,121,37.90,135.0,979859.60,-9.91,-14.52,0.00,1.31,,-13.27,-12.50
SCR698,36,44.08,121,39.37,115.0,979856.23,-14.70,-18.62,0.00,1.30,,-17.38,-18.47
SCR699,36,44.90,121,42.77,61.0,979856.86,-20.34,-22.42,0.00,1.34,,-21.10,-26.37
SCR700,36,43.82,121,43.95,21.0,979853.70,-25.70,-26.42,0.00,1.42,,-25.00,-32.17
SCR701,36,42.45,121,42.10,29.0,979848.05,-28.62,-29.61,0.00,1.41,,-28.21,-33.12
SCR702,36,41.45,121,41.92,34.0,979845.50,-29.25,-30.41,0.00,1.44,,-28.99,-33.76
SCR703,36,41.28,121,40.85,44.0,979845.46,-28.11,-29.61,0.00,1.42,,-28.21,-31.56
SCR704,36,40.93,121,40.02,46.0,979845.44,-27.43,-29.00,0.00,1.42,,-27.60,-29.86
SCR705,36,39.43,121,39.50,49.0,979836.48,-33.95,-35.62,0.00,1.51,,-34.13,-35.72
SCR706,36,38.48,121,38.63,56.0,979831.90,-36.50,-38.41,0.00,1.58,,-36.85,-37.30
SCR707,36,37.57,121,38.65,56.0,979827.89,-39.19,-41.10,0.00,1.80,,-39.33,-39.72
SCR708,36,37.88,121,40.08,48.0,979829.01,-39.27,-40.91,0.00,1.79,,-39.14,-41.44
SCR709,36,38.68,121,39.30,47.0,979831.63,-37.90,-39.51,0.00,1.59,,-37.94,-39.25
SCR710,36,38.52,121,40.68,44.0,979829.98,-39.60,-41.10,0.00,1.68,,-39.44,-42.60
SCR711,36,39.52,121,41.45,34.0,979835.61,-36.36,-37.52,0.00,1.57,,-35.96,-40.19
SCR712,36,39.38,121,42.50,39.0,979834.11,-37.19,-38.52,0.00,1.66,,-36.87,-42.57
SCR713,36,40.02,121,41.03,36.0,979838.92,-33.58,-34.81,0.00,1.51,,-33.32,-36.98
SCR714,36,40.52,121,40.62,46.0,979841.74,-30.54,-32.11,0.00,1.46,,-30.67,-33.76
SCR715,36,40.72,121,44.03,32.0,979840.17,-33.72,-34.81,0.00,1.61,,-33.21,-41.06
SCR716,36,41.60,121,44.03,26.0,979843.30,-32.42,-33.31,0.00,1.56,,-31.76,-39.51
SCR717,36,46.52,121,35.97,275.0,979863.05,3.64,-5.74,0.00,1.42,,-4.44,-1.09
SCR718,36,47.03,121,35.45,279.0,979862.25,2.48,-7.03,0.00,1.48,,-5.68,-1.66
SCR719,36,49.65,121,34.93,756.0,979834.62,15.93,-9.85,0.52,1.90,,-8.27,-3.14
SCR720,36,49.05,121,34.50,923.0,979820.12,18.01,-13.48,0.70,2.35,,-11.51,-6.12
SCR721,36,49.65,121,34.02,833.0,979824.53,13.08,-15.33,0.00,1.50,,-14.18,-8.15
SCR722,36,45.58,121,36.88,216.0,979859.74,-3.86,-11.23,0.00,1.35,,-9.97,-7.81
SCR723,36,50.05,121,33.72,489.0,979845.60,1.22,-15.46,1.10,2.29,,-13.38,-6.92
SCR724,36,50.00,121,32.42,392.0,979847.54,-5.89,-19.26,0.00,1.27,,-18.16,-10.44
SCR725,36,50.35,121,31.87,216.0,979848.41,-22.08,-29.45,0.00,1.35,,-28.19,-19.86
SCR726,36,50.85,121,33.05,214.0,979860.35,-11.05,-18.35,0.00,1.21,,-17.24,-9.91
SCR727,36,50.45,121,31.07,195.0,979837.91,-34.70,-41.35,0.02,1.35,,-40.09,-31.00
SCR728,36,45.68,121,39.93,21.0,979867.29,-14.80,-15.51,0.34,1.63,,-13.89,-15.32
SCR729,36,46.57,121,40.10,90.0,979865.43,-11.45,-14.52,0.05,1.32,,-13.24,-14.63
SCR730,36,47.47,121,39.98,94.0,979868.32,-9.49,-12.69,0.20,1.46,,-11.27,-12.24
SCR731,36,47.28,121,40.67,171.0,979859.79,-10.50,-16.33,0.11,1.37,,-15.04,-16.90
SCR732,36,46.95,121,41.62,201.0,979854.41,-12.58,-19.43,0.02,1.31,,-18.21,-21.34
SCR733,36,45.80,121,43.88,56.0,979861.85,-17.12,-19.03,0.00,1.37,,-17.68,-24.14
SCR734,36,46.30,121,42.65,97.0,979859.01,-16.82,-20.13,0.01,1.30,,-18.87,-23.52
SCR735,36,46.43,121,42.18,126.0,979858.76,-14.53,-18.83,0.05,1.33,,-17.56,-21.57
SCR736,36,46.58,121,40.63,190.0,979857.04,-10.45,-16.93,0.05,1.32,,-15.69,-17.73
SCR737,36,46.68,121,44.95,17.0,979862.16,-21.75,-22.33,0.00,1.37,,-20.96,-28.46
SCR738,36,47.02,121,43.98,62.0,979859.45,-20.72,-22.83,0.00,1.31,,-21.55,-27.64
SCR739,36,47.60,121,43.48,74.0,979859.37,-20.50,-23.03,0.01,1.29,,-21.77,-26.97
SCR740,36,47.97,121,43.20,121.0,979858.98,-17.01,-21.14,0.00,1.27,,-19.92,-24.61
SCR741,36,47.88,121,44.37,50.0,979860.91,-21.63,-23.33,0.00,1.30,,-22.05,-28.24
SCR742,36,48.78,121,43.38,149.0,979861.77,-12.76,-17.84,0.11,1.37,,-16.53,-21.05
SCR743,36,48.27,121,42.15,116.0,979863.61,-13.28,-17.24,0.34,1.59,,-15.70,-18.94
SCR744,36,47.95,121,41.83,87.0,979864.20,-14.96,-17.92,1.69,2.95,,-15.01,-18.00
SCR745,36,47.97,121,39.78,133.0,979868.57,-6.29,-10.83,0.32,1.57,,-9.31,-9.88
SCR746,36,37.62,121,35.17,72.0,979833.60,-32.05,-34.51,0.00,1.65,,-32.89,-29.02
SCR747,36,43.95,121,35.77,161.0,979862.99,-3.43,-8.92,0.14,1.73,,-7.26,-4.03
SCR748,36,43.98,121,36.60,142.0,979860.97,-7.28,-12.12,0.00,1.44,,-10.74,-8.48
SCR749,36,43.27,121,37.23,134.0,979855.83,-12.15,-16.72,0.00,1.36,,-15.41,-13.99
SCR750,36,42.68,121,37.42,109.0,979854.78,-14.69,-18.41,0.00,1.36,,-17.10,-15.96
SCR751,36,43.22,121,36.60,112.0,979859.18,-10.79,-14.61,0.00,1.44,,-13.22,-11.05
SCR752,36,44.77,121,36.23,196.0,979862.27,-2.04,-8.72,0.30,1.79,,-7.02,-4.23
SCR753,36,42.70,121,35.10,118.0,979863.77,-4.89,-8.91,0.07,1.76,,-7.20,-3.31
SCR754,36,41.92,121,34.40,198.0,979856.74,-3.27,-10.02,0.04,1.74,,-8.37,-3.73
SCR755,36,41.35,121,35.38,145.0,979854.60,-9.57,-14.51,0.00,1.51,,-13.07,-9.57
SCR756,36,41.37,121,37.01,86.0,979851.57,-18.18,-21.11,0.00,1.41,,-19.74,-18.19
SCR757,36,42.55,121,33.55,400.0,979849.23,7.31,-6.33,0.60,2.46,,-4.04,1.60
SCR758,36,41.97,121,33.08,335.0,979849.29,2.10,-9.33,0.54,2.53,,-6.94,-0.80
SCR759,36,41.25,121,33.85,196.0,979856.30,-2.93,-9.61,0.26,2.03,,-7.67,-2.40
SCR760,36,39.58,121,32.68,121.0,979853.09,-10.78,-14.91,0.18,2.14,,-12.82,-6.22
SCR761,36,38.53,121,32.50,133.0,979846.66,-14.57,-19.10,0.00,1.78,,-17.38,-10.55
SCR762,36,38.35,121,30.57,255.0,979841.27,-8.22,-16.92,0.19,2.23,,-14.80,-5.88
SCR763,36,39.10,121,30.22,620.0,979825.20,8.96,-12.19,0.76,2.84,,-9.61,-0.41
SCR764,36,41.70,121,33.83,240.0,979854.91,-0.83,-9.01,0.13,1.92,,-7.20,-1.91
SCR765,36,42.38,121,31.88,510.0,979845.81,14.49,-2.91,1.73,4.14,,1.00,8.44
SCR766,36,40.78,121,36.38,94.0,979849.64,-18.50,-21.71,0.00,1.45,,-20.30,-17.99
SCR767,36,39.30,121,35.05,85.0,979843.25,-23.60,-26.50,0.00,1.55,,-24.99,-21.09
SCR768,36,37.85,121,32.50,140.0,979841.06,-18.53,-23.30,0.00,1.71,,-21.65,-14.77
SCR769,36,38.50,121,34.23,72.0,979841.28,-25.64,-28.10,0.00,1.62,,-26.51,-21.61
SCR770,36,37.02,121,34.32,80.0,979832.46,-31.57,-34.30,0.00,1.71,,-32.63,-27.74
SCR771,36,36.28,121,33.33,90.0,979832.29,-29.74,-32.81,0.00,1.79,,-31.06,-24.98
SCR773,36,35.73,121,32.73,96.0,979830.94,-29.73,-33.00,0.00,1.84,,-31.20,-24.41
SCR774,36,35.53,121,33.15,85.0,979829.52,-31.89,-34.79,0.00,1.94,,-32.89,-26.52
SCR775,36,34.83,121,33.72,80.0,979824.21,-36.67,-39.39,0.00,2.32,,-37.11,-31.30
SCR776,36,34.33,121,31.15,108.0,979826.21,-31.31,-34.99,0.00,1.98,,-33.06,-24.49
SCR777,36,33.25,121,32.18,96.0,979818.68,-38.41,-41.69,0.00,2.71,,-39.02,-31.38
SCR778,36,32.95,121,32.80,100.0,979818.31,-37.97,-41.38,0.23,3.59,,-37.84,-30.81
SCR779,36,30.67,121,30.93,131.0,979813.57,-36.51,-40.98,0.43,4.46,,-36.58,-27.42
SCR780,36,35.50,121,36.50,148.0,979820.09,-35.36,-40.40,0.08,2.52,,-37.95,-35.44
SCR781,36,32.22,121,27.70,125.0,979818.16,-34.72,-38.98,0.00,2.01,,-37.03,-25.02
SCR782,36,35.08,121,27.85,334.0,979823.43,-13.91,-25.31,0.00,1.87,,-23.58,-11.81
SCR783,36,35.72,121,26.30,513.0,979818.91,-2.52,-20.02,0.58,2.69,,-17.55,-4.37
SCR784,36,36.22,121,24.42,644.0,979813.96,4.13,-17.83,2.11,5.01,,-13.10,1.81
SCR785,36,34.18,121,29.27,190.0,979824.07,-25.52,-32.00,0.00,1.84,,-30.24,-19.79
SCR786,36,33.43,121,28.32,188.0,979820.02,-28.68,-35.09,0.00,1.89,,-33.28,-21.91
SCR787,36,34.87,121,26.67,433.0,979816.69,-11.04,-25.81,0.37,2.34,,-23.65,-10.79
SCR788,36,34.40,121,27.53,341.0,979818.63,-17.07,-28.71,0.10,1.95,,-26.90,-14.82
SCR789,36,32.88,121,26.23,236.0,979820.04,-23.35,-31.40,0.00,1.98,,-29.52,-16.25
SCR790,36,32.33,121,25.48,269.0,979817.97,-21.52,-30.70,0.00,1.98,,-28.84,-14.92
SCR791,36,30.90,121,26.02,161.0,979813.40,-34.19,-39.68,0.00,2.01,,-37.74,-24.30
SCR792,36,31.62,121,24.98,290.0,979813.29,-23.20,-33.10,0.00,1.95,,-31.27,-16.96
SCR793,36,32.92,121,23.58,611.0,979803.75,-4.43,-25.26,0.79,2.99,,-22.53,-7.05
SCR794,36,33.88,121,23.40,860.0,979791.23,5.09,-24.24,1.51,3.81,,-20.79,-5.15
SCR795,36,30.12,121,23.60,371.0,979804.47,-22.24,-34.90,0.00,1.89,,-33.17,-17.87
SCR796,36,48.05,121,29.30,758.0,979811.54,-4.65,-30.50,1.85,3.88,,-26.94,-16.57
SCR797,36,47.82,121,28.32,1047.0,979787.44,-1.23,-36.94,2.16,4.19,,-33.19,-21.97
SCR798,36,49.57,121,24.15,309.0,979820.70,-39.92,-50.46,0.00,1.09,,-49.50,-34.46
SCR799,36,46.77,121,24.20,723.0,979790.71,-26.92,-51.58,0.65,2.30,,-49.58,-34.58
SCR800,36,49.10,121,27.48,317.0,979816.94,-42.25,-53.06,0.31,1.94,,-51.26,-39.08
SCR801,36,46.57,121,28.33,2370.0,979713.94,51.49,-29.34,2.43,7.77,,-22.45,-11.48
SCR802,36,45.93,121,28.90,2714.0,979700.95,71.77,-20.79,2.76,9.54,,-12.22,-1.89
SCR803,36,30.43,121,45.73,195.0,979849.20,5.48,-1.17,1.98,5.99,,4.73,-5.47
SCR804,36,30.81,121,46.43,236.0,979850.90,10.49,2.44,2.17,5.85,,8.18,-3.34
SCR805,36,31.09,121,47.29,220.0,979853.40,11.08,3.58,1.39,4.96,,8.43,-4.69
SCR806,36,31.34,121,48.35,147.0,979858.10,8.56,3.54,0.64,4.24,,7.71,-7.44
SCR807,36,31.75,121,49.44,152.0,979855.00,5.34,0.15,0.69,4.08,,4.16,-13.20
SCR808,36,32.06,121,51.34,157.0,979861.60,11.96,6.61,0.53,3.94,,10.47,-10.92
SCR809,36,34.67,121,54.39,438.0,979852.60,25.63,10.69,0.72,4.53,,15.02,-13.23
SCR810,36,33.10,121,54.55,296.0,979860.10,22.04,11.94,0.27,4.05,,15.85,-13.02
SCR811,36,32.17,121,54.67,27.0,979879.11,17.08,16.16,0.15,4.02,,20.16,-9.08
SCR812,36,32.61,121,55.91,31.0,979882.01,19.73,18.67,0.00,4.07,,22.71,-9.64
SCR813,36,31.06,121,56.04,81.0,979878.61,23.26,20.50,0.38,4.87,,25.32,-7.64
SCR814,36,30.34,121,56.09,132.0,979875.41,25.90,21.40,0.99,5.69,,27.02,-6.21
SCR815,36,30.42,121,52.43,1117.0,979795.48,38.50,0.40,4.51,9.43,,9.36,-14.91
SCR816,36,30.20,121,55.15,932.0,979820.79,46.73,14.94,3.75,9.65,,24.19,-6.76
SCR817,36,33.21,121,51.24,976.0,979796.48,22.22,-11.07,2.59,6.87,,-4.61,-25.91
SCR818,36,32.46,121,50.36,845.0,979805.48,19.98,-8.84,2.90,6.52,,-2.68,-22.12
SCR819,36,34.16,121,50.42,605.0,979815.29,4.76,-15.87,0.84,3.97,,-12.16,-31.58
SCR820,36,33.77,121,49.70,906.0,979793.78,12.13,-18.77,1.66,5.27,,-13.88,-31.92
SCR821,36,33.18,121,49.26,857.0,979797.38,11.97,-17.26,1.60,5.00,,-12.62,-29.78
SCR822,36,33.35,121,47.90,968.0,979785.78,10.56,-22.45,2.15,5.54,,-17.31,-31.85
SCR823,36,33.20,121,46.94,1230.0,979767.77,17.41,-24.54,2.87,6.80,,-18.24,-31.06
SCR824,36,32.90,121,46.00,1363.0,979762.97,25.55,-20.94,2.51,6.66,,-14.82,-25.96
SCR825,36,32.89,121,45.21,1335.0,979763.27,23.23,-22.30,2.10,5.98,,-16.86,-26.63
SCR826,36,33.21,121,45.79,1252.0,979766.87,18.56,-24.14,1.89,5.65,,-18.99,-29.76
SCR827,36,35.59,121,52.78,40.0,979870.61,4.88,3.51,0.00,2.97,,6.45,-17.86
SCR828,36,33.87,121,51.84,870.0,979804.38,19.20,-10.48,1.69,5.84,,-5.00,-27.54
SCR829,36,31.17,121,50.80,838.0,979815.09,30.79,2.21,2.86,6.64,,8.49,-11.94
SCR830,36,36.00,121,57.38,26.0,979884.61,16.97,16.08,0.00,4.38,,20.44,-15.00
SCR831,36,35.49,121,57.77,24.0,979885.41,18.32,17.50,0.00,4.72,,22.20,-14.44
SCR832,36,35.05,121,57.92,35.0,979884.41,18.98,17.79,0.00,4.93,,22.70,-14.46
SCR833,36,34.84,121,58.61,42.0,979884.11,19.65,18.21,0.00,5.66,,23.84,-15.28
SCR834,36,33.67,121,57.14,40.0,979882.91,19.94,18.58,0.08,4.68,,23.23,-12.20
SCR838,36,30.92,121,45.26,662.0,979820.29,19.79,-2.78,3.13,6.16,,3.08,-6.48
SCR839,36,34.17,121,45.28,425.0,979815.69,-11.78,-26.28,0.60,3.05,,-23.41,-33.19
SCR840,36,34.72,121,43.56,291.0,979825.39,-15.48,-25.40,0.31,2.69,,-22.84,-29.88
SCR841,36,37.89,121,40.67,53.0,979828.29,-39.54,-41.35,0.00,1.79,,-39.58,-42.69
SCR842,36,36.44,121,38.69,56.0,979828.19,-37.26,-39.17,0.22,2.51,,-36.69,-37.02
SCR843,36,37.73,121,41.56,208.0,979818.99,-34.03,-41.12,0.00,1.82,,-39.39,-43.74
SCR844,36,43.95,121,46.76,26.0,979847.70,-31.42,-32.30,0.00,1.61,,-30.70,-41.93
SCR845,36,42.88,121,47.47,56.0,979843.80,-30.95,-32.86,0.00,1.71,,-31.17,-43.87
SCR846,36,44.47,121,45.93,16.0,979850.90,-29.91,-30.45,0.00,1.52,,-28.94,-38.75
SCR847,36,39.68,121,48.97,87.0,979842.30,-24.91,-27.88,0.00,2.07,,-25.85,-41.88
SCR848,36,38.55,121,49.46,104.0,979845.10,-18.88,-22.43,0.00,2.20,,-20.28,-37.39
SCR849,36,37.80,121,50.10,90.0,979850.30,-13.92,-16.99,0.00,2.31,,-14.72,-33.15
SCR850,36,36.00,121,52.40,16.0,979871.71,3.13,2.58,0.00,2.83,,5.39,-18.02
SCR851,36,36.22,121,53.54,19.0,979877.11,8.49,7.84,0.00,3.01,,10.84,-15.09
SCR852,36,36.57,121,53.56,21.0,979877.41,8.48,7.76,0.00,2.97,,10.71,-15.20
SCR853,36,38.20,121,55.30,16.0,979881.31,9.55,9.01,0.00,3.34,,12.33,-17.15
SCR858,36,30.20,121,48.88,810.0,979819.29,33.75,6.13,0.80,4.47,,10.25,-6.17
SCR859,36,30.20,121,49.90,1292.0,979787.28,47.07,3.01,3.92,8.60,,11.08,-7.62
SCR860,36,32.39,121,52.23,68.0,979867.51,9.02,6.70,0.83,4.32,,10.98,-12.41
SCR864,36,30.78,121,48.64,168.0,979856.80,10.04,4.31,3.34,7.21,,11.44,-4.30
SCR868,36,30.87,121,53.40,979.0,979812.49,41.88,8.49,2.77,7.77,,15.85,-10.65
SCR869,36,30.19,121,52.31,1152.0,979804.58,51.22,11.93,2.17,7.12,,18.57,-5.47
SCR871,36,36.48,121,41.49,138.0,979831.49,-26.31,-31.02,0.33,2.49,,-28.59,-32.73
SCR872,36,32.55,121,53.24,95.0,979870.91,14.73,11.49,0.45,3.98,,15.42,-10.31
SCR873,36,30.10,121,45.35,244.0,979843.90,5.27,-3.05,1.26,5.27,,2.10,-7.44
SCR874,36,35.25,121,51.87,83.0,979864.61,3.41,0.58,0.24,3.11,,3.64,-18.70
SCR875,36,31.50,121,54.55,465.0,979850.89,31.03,15.17,1.11,5.39,,20.35,-8.76
SCR876,36,32.13,121,53.85,40.0,979875.14,14.39,13.03,0.87,4.63,,17.63,-9.59
SCR877,36,35.35,121,55.25,710.0,979835.64,33.27,9.06,0.84,5.82,,14.57,-15.69
SCR878,36,41.33,121,48.11,25.0,979844.70,-30.73,-31.58,0.00,1.86,,-29.73,-43.89
SCR879,36,36.17,121,49.57,236.0,979848.42,0.29,-7.76,0.00,2.46,,-5.41,-22.99
SCR880,36,34.86,121,49.60,142.0,979849.38,-5.71,-10.55,0.34,3.03,,-7.58,-25.24
SCR881,36,34.27,121,41.44,405.0,979818.66,-10.84,-24.65,0.82,3.59,,-21.24,-25.06
SCR881,36,34.27,121,42.44,405.0,979818.66,-10.84,-24.65,0.82,3.59,,-21.24,-25.06
SCR882,36,34.40,121,37.35,652.0,979793.87,-12.58,-34.82,1.76,4.92,,-30.18,-28.65
SCR883,36,39.26,121,48.50,169.0,979835.22,-23.67,-29.44,0.00,2.09,,-27.42,-42.69
SCR884,36,39.30,121,47.10,247.0,979825.56,-26.05,-34.48,0.00,2.01,,-32.58,-45.45
SCR885,36,39.30,121,45.95,242.0,979823.47,-28.62,-36.87,0.00,1.91,,-35.07,-46.05
SCR886,36,32.30,121,43.46,506.0,979814.22,-2.94,-20.20,0.84,3.71,,-16.70,-23.33
SCR887,36,31.76,121,40.43,951.0,979797.48,22.96,-9.48,0.42,4.07,D,-5.80,-8.15
SCR887,36,32.57,121,40.16,951.0,979797.48,21.79,-10.65,1.04,4.28,,-6.76,-8.68
SCR888,36,31.96,121,40.43,1001.0,979794.97,24.86,-9.28,0.96,4.18,,-5.51,-7.70
SCR888,36,31.99,121,40.18,1001.0,979794.97,24.82,-9.32,0.22,4.04,D,-5.69,-7.73
SCR889,36,31.73,121,39.47,1268.0,979775.25,30.58,-12.66,1.94,5.44,,-7.74,-8.65
SCR889,36,32.59,121,39.78,1268.0,979775.25,29.34,-13.90,1.11,4.94,D,-9.48,-11.14
SCR890,36,39.35,121,43.86,131.0,979828.54,-34.06,-38.53,0.00,1.74,,-36.84,-44.57
SCR1203,36,48.31,121,39.03,193.0,979869.61,-0.10,-6.68,0.50,1.73,,-5.03,-4.63
SCR1204,36,48.77,121,38.41,284.0,979869.11,7.30,-2.39,0.40,1.59,,-0.92,0.30
SCR1206,36,50.17,121,37.77,251.0,979870.41,3.47,-5.09,0.80,1.92,,-3.28,-0.87
SCR1207,36,50.69,121,38.01,188.0,979873.71,0.09,-6.32,0.70,1.84,,-4.56,-2.18
SCR1208,36,51.34,121,37.89,154.0,979874.21,-3.55,-8.80,0.40,1.55,,-7.32,-4.55
SCR1209,36,51.77,121,36.78,241.0,979874.31,4.12,-4.10,0.60,1.66,,-2.55,1.49
SCR1211,36,51.55,121,35.82,329.0,979868.81,7.21,-4.01,0.50,1.53,,-2.62,2.26
SCR1212,36,51.17,121,33.99,362.0,979860.70,2.75,-9.59,0.20,1.27,,-8.48,-1.99
SCR1220,36,47.91,121,34.83,431.0,979854.30,7.56,-7.14,0.60,2.00,,-5.33,-0.48
SCR1223,36,45.97,121,36.54,227.0,979862.70,-0.43,-8.17,0.20,1.59,,-6.68,-4.06
SCR1225,36,48.96,121,40.32,230.0,979867.11,-0.06,-7.90,0.40,1.60,,-6.40,-7.23
SCR1226,36,49.27,121,40.36,282.0,979867.81,5.09,-4.53,0.50,1.70,,-2.95,-3.70
SCR1227,36,50.31,121,40.99,191.0,979874.91,2.12,-4.39,0.40,1.57,,-2.91,-3.89
SCR1228,36,50.57,121,41.25,161.0,979877.71,1.73,-3.77,0.60,1.78,,-2.06,-3.20
SCR1229,36,51.52,121,41.52,37.0,979888.61,-0.41,-1.67,0.30,1.50,,-0.19,-1.12
SCR1230,36,51.67,121,41.24,62.0,979886.41,-0.48,-2.59,0.20,1.37,,-1.25,-1.80
SCR1231,36,52.25,121,41.32,106.0,979883.41,-0.18,-3.79,0.20,1.33,,-2.51,-2.80
SCR1232,36,52.67,121,41.24,104.0,979882.41,-1.97,-5.52,0.40,1.51,,-4.06,-4.02
SCR1233,36,54.07,121,41.52,57.0,979882.61,-8.22,-10.16,0.10,1.29,,-8.90,-8.26
SCR1234,36,53.68,121,40.39,68.0,979879.41,-9.82,-12.14,0.20,1.41,,-10.76,-9.27
SCR1235,36,54.84,121,40.58,73.0,979879.81,-10.63,-13.12,0.40,1.80,,-11.35,-9.33
SCR1236,36,54.32,121,38.74,124.0,979882.91,-1.98,-6.21,0.90,2.24,,-4.02,-0.60
SCR1237,36,54.36,121,38.10,106.0,979885.91,-0.73,-4.35,1.50,2.83,,-1.56,2.47
SCR1238,36,53.60,121,38.58,88.0,979882.01,-5.22,-8.22,0.40,1.64,,-6.62,-3.42
SCR1239,36,53.47,121,38.99,96.0,979879.71,-6.58,-9.86,0.30,1.53,,-8.37,-5.63
SCR1240,36,52.96,121,39.67,198.0,979870.21,-5.75,-12.50,0.20,1.31,,-11.28,-9.50
SCR1241,36,52.08,121,40.07,93.0,979881.91,-2.65,-5.83,0.20,1.34,,-4.53,-3.61
SCR1242,36,52.10,121,38.86,219.0,979869.91,-2.83,-10.30,0.20,1.28,,-9.12,-6.97
SCR1243,36,51.54,121,38.95,145.0,979877.61,-1.28,-6.23,0.30,1.43,,-4.86,-3.06
SCR1245,36,49.74,121,38.50,523.0,979856.10,15.37,-2.47,0.30,1.57,,-1.13,0.33
SCR1246,36,49.71,121,38.98,469.0,979858.90,13.13,-2.87,0.20,1.43,,-1.64,-0.70
SCR1300,36,58.81,121,54.49,166.0,979896.92,9.48,3.82,0.10,1.81,,5.55,-2.62
SCR1306,36,58.25,121,52.38,138.0,979892.42,3.16,-1.55,0.40,2.05,,0.43,-6.16
SCR1307,36,58.87,121,51.82,210.0,979886.61,3.22,-3.94,1.10,2.79,,-1.24,-6.59
SCR1310,36,59.27,121,50.15,361.0,979869.01,-0.75,-13.06,0.90,2.59,,-10.63,-13.91
SCR1312,36,58.27,121,49.07,203.0,979877.11,-6.07,-12.99,0.30,1.81,,-11.27,-14.51
SCR1313,36,58.06,121,50.39,261.0,979876.91,-0.51,-9.41,0.60,2.14,,-7.38,-12.15
SCR1315,36,57.23,121,47.82,170.0,979877.41,-7.36,-13.16,0.00,1.37,,-11.87,-14.90
SCR1316,36,56.22,121,46.51,117.0,979879.81,-8.49,-12.48,0.00,1.29,,-11.24,-13.91
SCR1317,36,57.32,121,45.42,93.0,979874.71,-17.44,-20.61,0.00,1.38,,-19.27,-19.89
SCR1318,36,57.70,121,45.84,168.0,979869.41,-16.23,-21.96,0.00,1.38,,-20.66,-21.36
SCR1319,36,58.75,121,45.93,229.0,979863.91,-17.51,-25.33,0.20,1.73,,-23.70,-23.55
SCR1320,36,59.32,121,46.57,235.0,979864.61,-17.08,-25.09,0.30,1.96,,-23.23,-23.13
SCR1321,36,58.27,121,46.79,215.0,979867.61,-14.44,-21.77,0.10,1.53,,-20.33,-21.38
SCR1322,36,58.27,121,47.44,220.0,979869.61,-11.97,-19.47,0.10,1.55,,-18.02,-19.70
SCR1323,36,59.33,121,47.98,271.0,979865.11,-13.20,-22.45,0.30,1.95,,-20.62,-21.79
SCR1335,36,58.96,121,48.99,285.0,979870.11,-6.35,-16.07,0.20,1.81,,-14.39,-16.88
SCR1336,36,55.54,121,45.77,90.0,979883.91,-5.94,-9.01,0.00,1.25,,-7.80,-10.33
SCR1338,36,53.85,121,46.66,15.0,979884.41,-10.05,-10.56,0.00,1.23,,-9.34,-14.22
SCR1339,36,54.76,121,47.43,36.0,979885.11,-8.69,-9.92,0.00,1.27,,-8.67,-13.61
SCR1340,36,55.07,121,48.72,18.0,979885.81,-10.14,-10.75,0.30,1.63,,-9.13,-15.17
SCR1341,36,55.70,121,48.73,208.0,979874.31,-4.67,-11.77,0.10,1.47,,-10.39,-15.85
SCR1342,36,56.84,121,50.82,289.0,979874.71,1.69,-8.16,0.10,1.64,,-6.65,-13.18
SCR1343,36,55.37,121,50.22,157.0,979879.21,-4.09,-9.45,0.10,1.54,,-7.98,-15.41
SCR1344,36,54.46,121,49.59,199.0,979872.51,-5.53,-12.31,0.10,1.54,,-10.86,-18.52
SCR1345,36,53.01,121,47.76,11.0,979878.21,-15.41,-15.79,0.00,1.31,,-14.48,-21.32
SCR1346,36,55.60,121,44.65,64.0,979884.31,-8.08,-10.26,0.00,1.25,,-9.04,-10.36
SCR1347,36,56.92,121,44.89,116.0,979872.91,-16.49,-20.45,0.10,1.42,,-19.08,-19.55
SCR1348,36,57.67,121,43.22,218.0,979868.91,-11.99,-19.42,0.80,2.42,,-17.10,-15.45
SCR1349,36,56.78,121,42.96,140.0,979872.81,-14.13,-18.91,0.40,1.89,,-17.08,-15.88
SCR1350,36,55.72,121,41.28,70.0,979878.21,-13.78,-16.17,0.30,1.87,,-14.33,-12.34
SCR1351,36,55.18,121,41.21,62.0,979879.61,-12.36,-14.47,0.30,1.72,,-12.78,-11.10
SCR1352,36,54.26,121,43.07,38.0,979887.41,-5.48,-6.78,0.00,1.20,,-5.59,-6.39
SCR1353,36,54.27,121,44.10,31.0,979887.91,-5.65,-6.71,0.00,1.22,,-5.51,-7.35
SCR1354,36,55.02,121,43.82,38.0,979887.01,-6.98,-8.28,0.00,1.23,,-7.06,-8.04
SCR1355,36,55.17,121,43.04,43.0,979883.71,-10.03,-11.49,0.00,1.27,,-10.24,-10.32
SCR1356,36,55.95,121,43.84,84.0,979879.21,-11.80,-14.67,0.10,1.37,,-13.33,-13.60
SCR1357,36,52.85,121,44.75,22.0,979885.61,-6.75,-7.50,0.20,1.40,,-6.11,-9.68
SCR1369,36,59.73,121,43.02,1334.0,979812.39,33.48,-12.02,3.70,6.37,,-6.19,-2.86
SCR1370,36,59.67,121,42.36,1078.0,979831.65,28.75,-8.02,2.90,4.83,,-3.63,0.22
SCR1371,36,59.76,121,41.25,690.0,979858.01,18.48,-5.05,4.80,6.33,,0.98,5.86
